tech,FR
offshore_float,93.83721207195471
offshore_ground,55.03939396005399
onshore,180.93780733743907
pv_ground,80.0465887614213
pv_roof_com,87.27976345648499
pv_roof_indiv,46.696782722715405
river,36.86320744058335
lake,16.369715923274466
nuclear,12.850919999992808
methanization,162.5120099999958
pyrogazification,7.996405842514154
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,0.9664339284341358
ch4_ccgt,30.574995174097232
h2_ccgt,1.3222721578224412
electrolysis,52.00285855269722
methanation,15.757473336149994
phs,9.639468762313612
battery_1h,0.0
battery_2h,0.0
battery_4h,18.245889072137377
battery_8h,8.816317680044607
h2_saltcavern,24.70866602459078
ch4_reservoir,48.29581384021855
str_dummy,0.0
lost_load,0.0
