tech,FR
offshore_float,36.562133757810614
offshore_ground,33.978739155251134
onshore,25.60895607659055
pv_ground,13.190560616438358
pv_roof_com,11.593555136986302
pv_roof_indiv,12.746993264840183
river,55.37011451661763
lake,14.340125747052015
nuclear,69.9999999999608
methanization,99.9999999946051
pyrogazification,99.99999993666108
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,1.2555210343560137
ch4_ccgt,18.200197853189074
h2_ccgt,24.21027247372596
electrolysis,47.87079511235881
methanation,38.376764380291995
phs,21.74695607564178
battery_1h,0.0
battery_2h,0.0
battery_4h,11.370876525985022
battery_8h,19.57962869090586
h2_saltcavern,41.97357103359949
ch4_reservoir,6.235475935641128
str_dummy,
lost_load,
