type_jour,saison,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
lun,DJF,0.037004806059288436,0.03768631686132158,0.0382247584728719,0.03843280907515385,0.038332065710076,0.03869886422731179,0.039383419000882804,0.041334047573991804,0.044047687044447656,0.04516788691413664,0.04523330885449888,0.0451427098618528,0.044494375236230475,0.04396533504269944,0.04377157917613821,0.043165088661100845,0.04317324231333836,0.04372864294391069,0.04469950121794588,0.0442033946890076,0.042243012995400585,0.040396948844876004,0.039183644952162804,0.03828655427135513
lun,MAM,0.036194897881164895,0.03649289682052705,0.03701614482079144,0.037327843463044956,0.037354883951841805,0.037630878018349564,0.03850659221345539,0.04158199350728247,0.04450965091538786,0.045405132745278076,0.04585603915213652,0.04688133105200426,0.04621091978504237,0.0457995686114361,0.04558954052959657,0.04484140435559417,0.04396501192066189,0.04284021022868718,0.04267266167216079,0.042810326412589,0.042156922687221154,0.04082928735941151,0.03949821824590964,0.038027643650425345
lun,JJA,0.036205719143017845,0.036440719581157535,0.03679266948220351,0.03727213817622701,0.03700043066472183,0.03662551241052581,0.037634642916641786,0.040562628132637134,0.04383852135588723,0.04510894948222017,0.04617334318830378,0.04735032432926094,0.046116623046820654,0.04606929102314623,0.046264916163654926,0.04558536240373087,0.04463340386191651,0.0442185237856743,0.043598142279216726,0.04232953542313437,0.04112815804425031,0.04072961090774757,0.039863025709588926,0.038457808488314045
lun,SON,0.03675500935907833,0.0364329454501369,0.03692100731455132,0.03733953415571069,0.03749585368099042,0.038046531077057986,0.039039894809324585,0.041794248896468135,0.04460071111542621,0.04551961331986681,0.04585509627205373,0.04663066142345176,0.04558129636987165,0.04493248386359801,0.04448722774089142,0.04390867987634002,0.04372470343961016,0.04357509536105847,0.04395190615861744,0.04413282625469396,0.04267387823073581,0.04039880850094139,0.038841428284760796,0.037360559044764
mar_jeu,DJF,0.038143425775888536,0.0378730679098362,0.03817379159993132,0.038420512661201944,0.0382174226810285,0.038219162295557246,0.039166198355476314,0.041643914254816575,0.04440088215736632,0.04545278462865969,0.04544578899281371,0.04522516794699325,0.044455258080095136,0.04392847386767477,0.04346408605688804,0.04284245307085283,0.042848116869131245,0.043438383306109385,0.0444532419974121,0.044203508564735865,0.04231898246356606,0.04034447696693783,0.03911055947690713,0.03821034002012016
mar_jeu,MAM,0.037407605819639936,0.03726391960118645,0.03732257426408615,0.03747902824547662,0.03715729480541992,0.037430309790276686,0.039075027583818006,0.04250286051086259,0.04513990072717912,0.04578281401151376,0.04587395256305966,0.04667979340313219,0.045808508444913236,0.045382112851616314,0.044986722943511026,0.04427799335235494,0.04338191996327175,0.04240855979903252,0.04218336534440272,0.042187564514375046,0.04177930294404881,0.04074227889566457,0.03963171150513572,0.0381148781160221
mar_jeu,JJA,0.03699886430757623,0.0368265875799735,0.03712077443966798,0.037082269110570935,0.03657159362831649,0.036220777810171516,0.03769327953518315,0.04102561842395782,0.04400189223021244,0.04513551856386385,0.04613708341195195,0.04728010412843314,0.0461616045518215,0.045945422441494854,0.04581393214066206,0.04556822243426934,0.045015761902408066,0.04393205057797974,0.04336110093624169,0.04247433520240982,0.04105254589665716,0.0405337706531118,0.03988162462212475,0.03816526547094022
mar_jeu,SON,0.03718115346565161,0.03718507037001863,0.03765186530689668,0.03793290144640917,0.037448280129773824,0.037551859669020055,0.038780390491808134,0.04214628277009002,0.04483390918426956,0.045554252836135296,0.045625812884655635,0.046337524896797815,0.045271148385391896,0.04450206462603282,0.04433288567451724,0.04375069873246366,0.043422273094864204,0.04335641878815495,0.04379698476395965,0.04394046172596234,0.04260459678130796,0.040538758068116326,0.038819486287133075,0.03743491962056945
ven,DJF,0.03831811602000845,0.03772243222930203,0.03805715337645326,0.03838488509050327,0.03807977121451379,0.03813535795608009,0.03903917628476768,0.04157894886407227,0.04421507580200069,0.045380636650467175,0.04533380445821343,0.04565797903294733,0.04469322990880001,0.04430247730707387,0.04366913883116418,0.042781347414238516,0.04250992368076826,0.04334826639763795,0.044397872822461125,0.04394460458304522,0.04216614889969154,0.040270949593180734,0.039276997630732884,0.03873570595187642
ven,MAM,0.03797144088629422,0.037177142989930724,0.037145343520833644,0.03723637065177657,0.03718847292959819,0.03738469771250559,0.038969438226434304,0.04272923725627614,0.045698907399410106,0.04624523813216275,0.04586959331759083,0.04640067557613232,0.04593951326719875,0.045590346224524694,0.04503533060155912,0.04406787428816478,0.04260097337393573,0.04147667490375659,0.04142597524738512,0.04177858030921194,0.0418762243881384,0.04130717422618207,0.040091175830401435,0.03879359874059578
