type_jour,saison,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
lun,DJF,0.03698116359218263,0.033782996804950366,0.03145611428814417,0.030140446506471616,0.02952431847645487,0.029406811978294718,0.030189549588131,0.033147425997171416,0.037675873834996515,0.043211577709968606,0.04628602727995322,0.046786480299865804,0.047286429281878005,0.04631508882180189,0.045493054924524934,0.04613590149770736,0.045660665861765,0.04571335307146115,0.046984578470501165,0.050210742577668714,0.05215383775306989,0.05126237771135292,0.0487713509729497,0.04542383269873413
lun,MAM,0.037995782928128996,0.035394807765709975,0.033462738202210504,0.0323839831737993,0.03190785068174577,0.0318441829284719,0.03258020939676538,0.03440488327409638,0.03861683875009072,0.04415931005520727,0.04650784156596129,0.04705883142448336,0.0472572653610568,0.045580367900094086,0.04498297452530153,0.045746886169376146,0.04542715613777105,0.045333893437853934,0.04453264757226716,0.04506670974617129,0.04776248535952562,0.04868512772104796,0.04800856627841387,0.045298659644449506
lun,JJA,0.038225299663172126,0.0362060778300991,0.03464888320047306,0.03365979469630574,0.03312173505196392,0.032994755540358335,0.03328723879506893,0.03412157797736268,0.03704621764499497,0.04171750585077043,0.044264160874462465,0.045355162565387394,0.04644207811914845,0.04618419747668177,0.04598696728191205,0.046946967344340826,0.04700706911906991,0.0470234003226242,0.04621385102597022,0.045709884251262406,0.04623739659105564,0.046409342088154955,0.046627632766797475,0.04456280392256275
lun,SON,0.036061373354124696,0.03393325245277179,0.03238861156272298,0.0315233284752609,0.031061031177099782,0.03099038605322498,0.03177141476752935,0.034438928859213055,0.03806865761637869,0.043122825472676214,0.04543434501290227,0.04605087164450601,0.04701564030984091,0.046174723858448403,0.045782145867541035,0.04695325850250606,0.046920072116923554,0.047067444057518476,0.04698797806494789,0.0477501450092462,0.04978473633944486,0.04974392172934518,0.047076380592817844,0.043898527103008865
mar_jeu,DJF,0.03979082653979179,0.035847150134908155,0.03331606771981074,0.03181396959209882,0.031089392416617886,0.03085386792139254,0.03142406765272944,0.033892731807795985,0.03813310764566616,0.04325808763632519,0.04578315588901617,0.04603683977390974,0.04647120823581664,0.04533597935928834,0.0444547349118299,0.0451046194589296,0.04466098073154963,0.04471534026302276,0.04585289274496511,0.04901651251247266,0.05093540587840803,0.050079207122708934,0.04767774285392181,0.044456111197023966
mar_jeu,MAM,0.040192017479383765,0.03692700494502876,0.03482586357917572,0.033599394110671185,0.03298738737322571,0.032812267133405335,0.03326020902273643,0.03462727583098492,0.038485200449878486,0.04364952104653187,0.04547980255348345,0.045716241497220894,0.046370121145319,0.04527170344583661,0.04455821312375691,0.045341641168832075,0.04492351712436986,0.04477111997291247,0.04409870997252602,0.04468616063316218,0.04732104369319473,0.04841746651567945,0.047353404915483885,0.04432471326720029
mar_jeu,JJA,0.04049886000600485,0.03792829843048405,0.03623635265153934,0.0351681664029443,0.03458831132594469,0.03433845614368922,0.03445260933174067,0.034919834032144464,0.03760498316551782,0.04195451642264056,0.043964357524068846,0.04478819494430099,0.04573588416745315,0.04530783802255393,0.044980151045072636,0.04593169989459631,0.04594390175005315,0.04591562884195774,0.0451550667170379,0.044752541775528454,0.045276394188222754,0.04539690914470245,0.04556030370825441,0.04360074036354688
mar_jeu,SON,0.038890234991545314,0.03607040492608246,0.034326612515496825,0.033270703827659336,0.032718145970927995,0.032558385683708856,0.03306936780828438,0.035132648303842454,0.03836875636885325,0.043079630808215065,0.0449255563927296,0.045339421262644945,0.04615446223703455,0.045209505866520346,0.04479709649829415,0.0459691204829142,0.04591788197129138,0.04596730198517973,0.045921178001903214,0.04668837815719594,0.04859932738761535,0.04841187373059898,0.04583180021242604,0.04278220460903564
ven,DJF,0.04042467945867121,0.03640572893687218,0.033846332188226406,0.03227064276360115,0.03154544148392805,0.0312873631420378,0.031856242045038625,0.03425277767302424,0.03836694929043172,0.043373351646821434,0.04586874209352124,0.04615672688869487,0.04653455288913896,0.04548217692155673,0.04453933050739579,0.04507867497542655,0.044643513393461495,0.044412346450346175,0.045389906054343114,0.048449127935668614,0.04996230173593302,0.04906883088544712,0.04678414856191475,0.04400011207849894
ven,MAM,0.040408477306660924,0.037216469685621506,0.03517062491473806,0.03394298584978926,0.03333824673196402,0.03317166650602475,0.03360762128660585,0.034996612328033784,0.03885233324532188,0.044023180863920056,0.04581050726141584,0.04589868299527917,0.04645620554121843,0.04535116319882639,0.04477109669981944,0.045601277479445895,0.04511888258395864,0.04455788326871973,0.043750437173607874,0.044197598562136814,0.046473875032415075,0.04737140970196993,0.04631384925494752,0.04359891252755932
