area,tech,dual
FR,offshore_float,-0.0
FR,offshore_ground,-0.0
FR,onshore,-147.27783833563555
FR,pv_ground,-33.24667158306877
FR,pv_roof_com,-10.063554921863892
FR,pv_roof_indiv,-0.0
FR,river,-450.62123166800853
FR,lake,-0.0
FR,nuclear,-302.13456078355046
FR,natural_gas,-0.0
FR,coal,-0.0
FR,biomass_coge,-369.6820114142073
FR,geothermal_coge,-338.86941138145517
FR,waste,-207.23494901160228
FR,marine,-26.795647397520817
FR,rsv_dummy,-0.0
FR,lost_load,-0.0
BE,offshore_float,-0.0
BE,offshore_ground,-0.0
BE,onshore,-185.37264527070133
BE,pv_ground,-23.320786786265895
BE,pv_roof_com,-1.2376363032590971
BE,pv_roof_indiv,-0.0
BE,river,-69.98936320253564
BE,lake,-929.5502532931366
BE,nuclear,-21505.432645251676
BE,coal,-0.0
BE,biomass_coge,-230.47710743326743
BE,geothermal_coge,-557.5298457467626
BE,waste,-203.21279479913971
BE,marine,-648.3958063489035
BE,rsv_dummy,-0.0
BE,lost_load,-0.0
DE,offshore_float,-0.0
DE,offshore_ground,-0.0
DE,onshore,-138.1657221122688
DE,pv_ground,-20.967598593411374
DE,pv_roof_com,-0.07494854955297847
DE,pv_roof_indiv,-0.0
DE,river,-377.31358368040105
DE,lake,-0.0
DE,nuclear,-21507.652689776944
DE,coal,-0.0
DE,biomass_coge,-230.46765176790436
DE,geothermal_coge,-327.63505696247034
DE,waste,-1144.1523487162922
DE,marine,-648.3739370984622
DE,rsv_dummy,-0.0
DE,lost_load,-0.0
CH,offshore_float,-0.0
CH,offshore_ground,-0.0
CH,onshore,-62.62953813560315
CH,pv_ground,-20.306797202717377
CH,pv_roof_com,-0.0
CH,pv_roof_indiv,-0.0
CH,river,-181.4167671239531
CH,lake,-0.0
CH,nuclear,-1989.0607942845531
CH,coal,-0.0
CH,biomass_coge,-434.25128750142716
CH,geothermal_coge,-536.0597543789859
CH,waste,-1122.704126598958
CH,marine,-626.9257149811289
CH,rsv_dummy,-0.0
CH,lost_load,-0.0
IT,offshore_float,-0.0
IT,offshore_ground,-0.0
IT,onshore,-113.45458519892973
IT,pv_ground,-65.15547319731209
IT,pv_roof_com,-37.18731744987841
IT,pv_roof_indiv,-0.0
IT,river,-161.59007068204403
IT,lake,-0.0
IT,nuclear,-13589.354133316632
IT,coal,-0.0
IT,biomass_coge,-299.76372027451555
IT,geothermal_coge,-443.10706745015983
IT,waste,-230.10428758264013
IT,marine,-792.8785248573952
IT,rsv_dummy,-0.0
IT,lost_load,-0.0
ES,offshore_float,-0.0
ES,offshore_ground,-0.0
ES,onshore,-113.78048681969672
ES,pv_ground,-51.90062352097242
ES,pv_roof_com,-27.521665870745004
ES,pv_roof_indiv,-0.0
ES,river,-187.42984676841914
ES,lake,-0.0
ES,nuclear,-17170.83030070638
ES,coal,-0.0
ES,biomass_coge,-197.04997649288637
ES,geothermal_coge,-270.8444098099454
ES,waste,-191.36933479696097
ES,marine,-0.0
ES,rsv_dummy,-0.0
ES,lost_load,-0.0
UK,offshore_float,-0.0
UK,offshore_ground,-0.0
UK,onshore,-222.1125416225124
UK,pv_ground,-24.528609662209917
UK,pv_roof_com,-3.243255628260725
UK,pv_roof_indiv,-0.0
UK,river,-157.01108939685614
UK,lake,-889.4930401391005
UK,nuclear,-83087.72348594465
UK,coal,-0.0
UK,biomass_coge,-169.39647953742818
UK,geothermal_coge,-517.4726325927254
UK,waste,-1104.1170048126965
UK,marine,-608.3385931948661
UK,rsv_dummy,-0.0
UK,lost_load,-21.977898920598
NL,offshore_float,-0.0
NL,offshore_ground,-0.0
NL,onshore,-157.55860259648136
NL,pv_ground,-17.751374052577493
NL,pv_roof_com,-0.0
NL,pv_roof_indiv,-0.0
NL,river,-206.88803834196077
NL,lake,-929.5255603025354
NL,nuclear,-21509.87304527464
NL,coal,-0.0
NL,biomass_coge,-230.461883854159
NL,geothermal_coge,-557.5051527561593
NL,waste,-1144.1495249761313
NL,marine,-648.3711133583017
NL,rsv_dummy,-0.0
NL,lost_load,-0.0
IE,offshore_float,-0.0
IE,offshore_ground,-0.0
IE,onshore,-278.66141957587746
IE,pv_ground,-19.40320693042102
IE,pv_roof_com,-0.0
IE,pv_roof_indiv,-0.0
IE,river,-418.0663582258764
IE,lake,-889.4625946315537
IE,nuclear,-83089.78796565761
IE,coal,-0.0
IE,biomass_coge,-169.37749818482823
IE,geothermal_coge,-517.4421870851781
IE,waste,-1104.0865593051499
IE,marine,-608.3081476873206
IE,rsv_dummy,-0.0
IE,lost_load,-21.978468393789772
PT,offshore_float,-0.0
PT,offshore_ground,-0.0
PT,onshore,-111.14894708175399
PT,pv_ground,-51.02889684829194
PT,pv_roof_com,-27.650683892564828
PT,pv_roof_indiv,-0.0
PT,river,-0.0
PT,lake,-0.0
PT,nuclear,-17169.04574970722
PT,coal,-0.0
PT,biomass_coge,-197.04300438430047
PT,geothermal_coge,-486.4293291167813
PT,waste,-1073.0737013367539
PT,marine,-577.2952897189246
PT,rsv_dummy,-0.0
PT,lost_load,-0.0
