,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],408.40746438903557,408.40746438903557,408.40746438903557,408.40746438903557,408.40746438903557,408.40746438903557,408.40746438903557,408.40746438903557,408.40746438903557,408.40746438903557
elec_demand_tot [TWh],506.1213364714934,114.18453744381651,645.2447416829044,69.69758256531946,410.8735313807587,336.5521185481979,531.7354515927603,204.52100786826878,46.058817417316355,73.14338639721585
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],134.30261427306326,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],139.1475195416256,131.6743928046948,131.92121260433004,136.17036462027886,155.65048088523795,129.75535534871423,135.4345478972431,136.62568096568117,137.60301265202756,129.3147540766386
CH4_price_weighted_by_demand [€/MWh],175.00000002225002,175.00000016924278,175.0000000285282,175.00000015885362,175.0000002049958,175.00000034866162,175.00000025454625,175.00000005596377,175.00000004191736,175.0000002679917
H2_price_weighted_by_demand [€/MWh],125.3752982279778,125.37529822797786,125.37529822797775,125.37529822797777,125.37529822797778,125.37529822797781,125.3752982279778,125.37529822797781,125.37529822797772,125.37529822797782
load_shifted [TWh],23.117511500879775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.567582876874395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],66.78215984468922,15.30761658448958,96.38024871673439,9.047549167585323,50.07150110119802,42.02064214380356,75.10638635863207,40.908098631984416,15.48649313939213,9.671414565795665
primary_gene_elec [TWh],642.6402718658245,114.39021108674955,975.1449936294329,102.80715053838631,453.78529847149457,475.81151412306133,672.6664537069515,344.7430215842647,185.7849349498138,110.31144606190611
gene_elec [TWh],643.0804938927382,124.72988589304711,1013.7223967694761,105.45764943829451,496.6823453291388,488.9378979577729,707.3170393192293,361.6859516415917,187.15301473453042,111.08139199387035
gene_curtailed [TWh],5.57999405980632,6.7821001566577594,10.788832806237785,1.95833136065475,8.1510650535384,4.08823456230537,3.4305674943343414,7.294630001845794,3.15982313050112,3.5898896742519555
gene_curtailed [%],0.868291998508826,5.928916549961126,1.1063824227905203,1.9048590982234694,1.7962382388750802,0.8592130372969518,0.5099953291009328,2.1159616134717862,1.7007962089900803,3.254322014995009
imports [TWh/yr],113.21892638117613,48.828849999708744,108.88143994989895,11.509497550459127,13.030538202018832,57.12314602582566,81.15926163437688,48.69605631221077,39.66628773834853,37.72176986218208
exports [TWh/yr],107.48365233306438,30.014081924162586,133.41023776955055,6.391076501719922,7.8895157481274705,68.79157123281678,71.67830511204795,47.46726575842137,50.564484739137114,36.201571713440856
net_imports [TWh/yr],5.735274048111748,18.81476807554616,-24.5287978196516,5.118421048739205,5.141022453891361,-11.668425206991117,9.480956522328924,1.228790553789402,-10.898197000788585,1.5201981487412226
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.62835999989576,17.108346117862546,115.01873733489761,7.99999999989139,83.4884782542236,77.43492665641313,66.10364943410791,21.141317043730673,15.999999999868752,13.999999999890742
gene_CH4 [TWh],170.62835999989576,17.1143774192302,137.41669586766594,10.01715594193234,83.4884782542236,77.43492665641313,82.88999993241318,42.88318643760245,38.47677208754773,13.999999999890742
gene_H2 [TWh],104.19498972518547,13.819205653104689,191.42520993923452,24.508338177699347,50.629377869020765,87.24855857315974,99.3036641412211,74.34079753784961,58.087559275859086,24.743062112956473
biogas_import [TWh/yr],0.0,9.10834611790057,0.01873733501380119,0.0,9.488478254351381,5.434926656526216,10.103649434240115,11.14131704376879,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,25.92006741765186,0.01893553810112557,0.0,28.601184274524485,9.122018263327535,33.73113670552851,49.24975763420225,0.0,0.0
CH4_exports [TWh/yr],36.32573269060041,1.9844421389528961,20.351504855324464,3.017154851616735,11.73212065929524,1.6778071013930376,25.143602015037114,14.635349341210032,29.799342370409768,1.976043809496084
CH4_net_imports [TWh/yr],-36.32573269060041,23.935625278698964,-20.33256931722334,-3.017154851616735,16.869063615229244,7.444211161934497,8.587534690491399,34.614408292992216,-29.799342370409768,-1.976043809496084
