,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
H2_trade_imports [TWh/yr],0.0,29.280251821892968,17.881045490954364,0.0,50.26067098355328,0.0,11.762290037158031,0.0,0.0,0.0
H2_trade_exports [TWh/yr],30.733007799717722,0.0,0.0,14.590840011186033,0.0,7.357649798467641,0.0,3.3676425552345073,37.05904493416056,16.076073234792183
H2_net_trade_imports [TWh/yr],-30.733007799717722,29.280251821892968,17.881045490954364,-14.590840011186033,50.26067098355328,-7.357649798467641,11.762290037158031,-3.3676425552345073,-37.05904493416056,-16.076073234792183
CH4_import_cost [M€/yr],0.0,4536.011802475861,3.3137191682371707,0.0,5005.207253904905,1596.3531992628164,5902.948932053623,8618.707588741596,0.0,0.0
CH4_export_revenue [M€/yr],6357.00322166332,347.27737465260947,3561.513350262372,528.0020995122147,2053.1211177817013,293.6162433287686,4400.130359031704,2561.1861355308056,5214.884916070818,345.80766719137813
H2_trade_import_cost [M€/yr],0.0,3671.0203043601196,2241.8414110564404,0.0,6301.4466137012605,0.0,1474.7006212526596,0.0,0.0,0.0
H2_trade_export_revenue [M€/yr],3853.160018332376,0.0,0.0,1829.3309177991591,0.0,922.4675377399009,0.0,422.2191896877554,4646.288810664409,2015.542476146881
lcoe_elec [€/MWh],76.26628326364279,119.41308865466391,94.11835580687672,64.89525303545113,106.10629311713032,78.08468258546743,101.37607499263848,117.47096387740491,82.15989441383405,77.70454477204191
lcoe_CH4 [€/MWh],46.74466356099816,113.50826139490029,77.29993770126232,97.13474444028644,88.58217770671358,66.75636842382791,102.55787324219804,144.32385018525545,123.83709368546002,87.23550251827434
lcoe_H2 [€/MWh],100.36857622915663,125.37530114437968,125.37529837790008,125.37529917842777,125.37529888754081,125.3752985260215,125.37529860783187,125.37529875811909,125.37529886532477,125.3752992650856
lcoe_elec_volume [€/MWh],78.08460828302557,87.02945858416983,88.83324630275271,61.23337075530612,84.04746255884007,75.89121621220087,88.57906434821014,107.93377167991764,92.16436020826889,78.06142682095029
lcoe_CH4_volume [€/MWh],59.38798696233211,47.325945660046195,95.47290806104236,129.166024965756,73.69242536791178,60.900522957177564,97.53429334783047,95.63914754996698,630.2787351267027,101.56355229198341
lcoe_H2_volume [€/MWh],234.55183458480926,79.11001412487215,191.50869643138222,456.52466477130935,219.96684368736302,196.70464956042633,250.14282271736437,287.1527665357332,464.69314773407984,470.7934428751818
lcoe_elec_value [€/MWh],86.65750313580585,94.71392639562325,106.101935219739,75.1018404618277,92.77613531478771,88.0745128779971,101.07067528088216,135.66602543599046,141.8882284461067,93.91649643676048
lcoe_CH4_value [€/MWh],59.38798737569732,47.31749704537626,85.94380145051824,120.08630507363796,73.6924269618511,60.90101585914654,86.91945582045634,79.6290929539687,574.629500747293,101.56700531964141
lcoe_H2_value [€/MWh],147.36267251476377,45.24511028891711,123.61603619509805,292.33543328401953,101.60444245623322,126.73270915871474,148.56659686436495,186.45289279810427,368.5979032854346,314.07250779466034
transport_and_distrib_lcoe [€/yr/MWh],,,,,,,,,,
footprint [MtCO2eq/yr],67.7085667121662,67.7085667121662,67.7085667121662,67.7085667121662,67.7085667121662,67.7085667121662,67.7085667121662,67.7085667121662,67.7085667121662,67.7085667121662
