area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,0.00016137246456979118,0.0006688997794625143,334.6723261557984,646.3397610288529,0.0,0.0,0.0
CH,0.0,0.00019074731862700055,0.0014524748285230015,16.096402973012676,0.0003919569337988972,0.0,0.0,0.0
DE,0.0,0.0001562564789415856,0.0006444747358874176,816.2245776526271,2883.6949180090814,0.0,0.0,0.0
ES,0.0,0.0001465128609879531,0.0005158919217032253,1713.877531877563,613.11678654182,0.0,0.0,0.0
FR,17.089784457130015,0.00034844270468286867,0.0015645164567932586,1283.8858909998894,456.3544500809604,79.56486549841406,0.0,0.0
IE,0.0,0.00015108655757649022,0.0005224418928418885,136.2076507554743,9.633294289247862,0.0,0.0,0.0
IT,0.0,0.00016807846030439657,0.0006184925460505219,1829.0797114379125,1910.6347129314097,0.0,0.0,0.0
NL,0.0,0.0001615768411012707,0.000670254244048163,239.44508661778045,741.270599074004,0.0,0.0,0.0
PT,0.0,0.0001456789908111567,0.0005127875434814093,190.52725333147112,6.71924018888016,0.0,0.0,0.0
UK,0.0,0.00015196732598865936,0.0005266049247161475,703.5147216985761,1459.7735242674114,0.0,0.0,0.0
