technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
lake,7.9,,15.278966034152845,,1878.1731455179843
methanization,0.45662100456219,,3.9999999999647837,,526.1964340454373
onshore,11.7,,16.503624306,,583.3267810578252
pv_ground,13.6,,15.665075815999998,,150.96682966251126
pv_roof_com,19.4,,19.484750064,,-163.24597101702398
pv_roof_indiv,8.2,,9.125632728,,-620.79042469169
pyrogazification,0.4566210045578319,,3.9999999999266067,,253.79200479379438
river,8.2,,26.749101590233476,,2915.0615306758914
electrolysis,10.357529020595981,,24.508338177699347,11.96728828670712,0.0
h2_ccgt,1.8262187568872092,,2.6504988999082073,1.766999266605473,0.0
methanation,0.3650071396083823,,2.01715594204095,1.6071510633639852,0.0
battery_4h,0.24176441454971476,0.967057658198859,0.27507445309623496,0.030563828121558112,0.0
phs,3.12,62.400000000000006,5.901013597814841,-1.2103447150159719,613.893612378479
