area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,58.27368397713702,65.15520440261159,-138.5118818173186,-11.613268174036914,57.77640827300152,69.38967644703844,120.1003636625569,4849,55.35388127853881,719,78224.56168703233,179956.7908915957
BE,17.34732645779039,17.34732645779039,-38.779085829864286,0.2388617430764731,13.034764548380881,12.795902805304408,98.1675024340494,3912,44.657534246575345,714,35253.89468074483,33161.465811394926
DE,91.47413775185768,91.47413775185768,-304.2332314975012,-37.412791043264505,73.65807553457813,111.07086657784262,150.792517686267,5553,63.390410958904106,714,98639.35633398741,426375.4058729845
CH,9.36572290261937,9.36572290261937,-30.858124596833346,-2.035456842341783,7.956345041703135,9.991801884044918,125.58281260645367,3958,45.182648401826484,714,18563.378224534586,36393.98016344861
IT,66.61590986147002,66.61590986147002,-155.7017896315242,-1.8140590964991523,46.90337116218707,48.71743025868623,103.86765183727695,3623,41.358447488584474,8322,132524.53458193218,148415.6922672648
ES,46.416011113784776,46.416011113784776,-142.82939594941382,-13.241990270184413,38.41919161509109,51.6611818852755,134.46712362626326,4655,53.1392694063927,548,69009.85647236579,185009.69123918124
UK,86.78875088005243,86.78875088005243,-132.68966207949504,-15.983957267099434,60.7003940174384,76.68435128453784,126.33254285385276,5447,62.18036529680365,138,80730.08847973289,220749.5541395239
NL,39.33777195422058,39.33777195422058,-94.42728073079324,-15.947046495433318,23.34714701692566,39.29419351235898,168.30404795871806,6242,71.25570776255708,162,28540.20442014187,168236.3317201377
IE,8.015512551618539,8.015512551618539,-44.062002653131486,-15.938463498778244,5.2578558695566615,21.196319368334905,403.1361812533321,7675,87.61415525114155,7698,2311.8048818722336,141932.74513116965
PT,11.59864101731573,11.59864101731573,-35.36229471072415,-3.4452918008942106,8.34970164351779,11.794993444412,141.26245401317937,4980,56.849315068493155,572,17556.20958331412,47736.9657591474
