area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,7.312140595515293e-06,3.6892898513863584e-05,20.106817438580553,41.42028943977652,0.0,0.0,0.0
CH,62.400000000000006,8.643179713072818e-06,8.011066543585775e-05,0.967057658198859,2.5118321082451414e-05,0.0,0.0,0.0
DE,130.0,7.080324056691249e-06,3.554574505159632e-05,49.03805092060059,184.79983030877898,0.0,0.0,0.0
ES,128.0,6.638819339167803e-06,2.8453811611079718e-05,102.96824670679491,39.29121537954431,0.0,0.0,0.0
FR,104.57436031969401,1.57887038096319e-05,8.62902764149854e-05,77.13472912094514,29.245196643007727,3999.999471365554,118900.0,0.0
IE,0.0,6.84606357123534e-06,2.881507263688183e-05,8.18323522275136,0.6173437900277661,0.0,0.0,0.0
IT,144.4,7.616003982463527e-06,3.411270781305698e-05,109.88949179315502,122.44186045018898,0.0,0.0,0.0
NL,0.0,7.321401344779959e-06,3.696760346374279e-05,14.385649086944698,47.50387430593359,0.0,0.0,0.0
PT,94.0,6.601034851043402e-06,2.8282590877865934e-05,11.446708916191355,0.43059841003092925,0.0,0.0,0.0
UK,56.0,6.8859731213499695e-06,2.904468298683654e-05,42.266542432797436,93.54869611523041,0.0,0.0,0.0
