technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biomass_coge,0.57,,1.9983683807999997,,131.2959591670919
geothermal_coge,1.3,,9.100024267931998,,397.75918162430446
lake,9.0,,14.652413165856439,,2307.768138776053
methanization,4.223744292235554,,36.999999999983444,,4116.053497716958
offshore_float,8.6,,20.245477494,,-1767.7922799505636
offshore_ground,5.3,,12.476864036999999,,-907.3219861422049
onshore,67.6,,142.15863236342855,,6878.910677560561
pv_ground,62.370000000000005,,85.5899431002,,2268.211155997075
pv_roof_com,88.83,,107.295953751,,1156.9309076825484
pv_roof_indiv,37.8,,49.76342028,,-1983.5070603106492
pyrogazification,4.223744292232444,,36.99999999995622,,1596.3125271394365
river,13.0,,31.08764018420455,,3630.0044666280014
waste,0.79,,1.1980661445326102,,157.34189107026484
ch4_ocgt,3.1965250146131288,,0.33211253466492874,0.4981688019973929,0.0
electrolysis,25.71784385301446,,61.40863245179309,29.985501363439745,0.0
h2_ccgt,17.526210996935987,,30.62842500041367,20.418950000275778,0.0
battery_4h,27.509353683866102,110.03741473546441,32.69572143781355,3.632857937760342,0.0
battery_8h,12.363475387922215,98.90780310337772,24.980037628107805,2.7755597359350794,0.0
phs,7.22,144.4,12.973440135099803,0.9275944673167249,1733.3163391569235
