technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biomass_coge,0.26,,0.9115364544000001,,32.05268816049856
methanization,4.109589041093793,,35.99999999998162,,4004.8088095895832
offshore_float,54.6,,220.14196687664997,,-6169.469550408972
offshore_ground,33.4,,123.22832085514285,,-3892.8703336319104
onshore,61.1,,217.04517113933332,,10543.28329805853
pv_ground,36.2,,30.179393379999997,,487.84808507994785
pv_roof_com,51.5,,37.08869629000001,,-367.667742461369
pv_roof_indiv,21.9,,18.035560164,,-1577.6913516330883
pyrogazification,2.2831050228240573,,19.999999999938737,,862.8716368457228
river,2.2,,4.873866718803533,,547.1396848369658
ch4_ocgt,21.14716771667699,,1.9518409847414502,2.927761477112176,0.0
electrolysis,36.99913380251837,,109.88794171645672,53.6576845079732,0.0
h2_ccgt,43.94540307216351,,47.52085213833522,31.680568092223503,0.0
methanation,1.2252447169588556,,7.012207808766654,5.586914229836861,0.0
battery_4h,26.692525897291038,106.77010358916415,21.439967182050857,2.3822185749674176,0.0
phs,2.8,56.0,3.485789476364617,1.0707980744391041,589.3152117753939
