technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biomass_coge,0.37,,1.2971864928000003,,46.64668040715499
methanization,0.913242009130798,,7.99999999998579,,889.9575133642624
offshore_float,5.0,,20.032961524999994,,-552.7462208778843
offshore_ground,3.0,,11.19854997,,-307.6925537183565
onshore,11.6,,35.64372364133333,,1794.9879922667508
pv_ground,17.0,,15.65258952,,-103.56332517153498
pv_roof_com,24.2,,19.727066083999997,,-535.7558730127157
pv_roof_indiv,10.3,,9.261419585,,-947.4205640493859
river,0.1,,0.22335727108266695,,24.121933354519584
waste,0.66,,1.00091601948294,,111.85537379134558
ch4_ocgt,1.536583195867363,,0.15976361227860095,0.23964541841790157,0.0
electrolysis,5.7689382509457765,,13.457324907682342,6.571138588444136,0.0
h2_ccgt,7.69964123958215,,9.469197777205762,6.312798518137175,0.0
methanation,0.000353075401322587,,0.0021147961431747277,0.0016849450255503932,0.0
battery_4h,4.6319413816599955,18.527765526639982,4.760316918706783,0.5289241025073039,0.0
battery_8h,2.3213728614980655,18.570982891984524,3.9474953110555164,0.43861059006828107,0.0
phs,1.3,26.0,1.6917599845280888,0.5196909756393018,305.4085352460508
