,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],393.5941937245287,393.5941937245287,393.5941937245287,393.5941937245287,393.5941937245287,393.5941937245287,393.5941937245287,393.5941937245287,393.5941937245287,393.5941937245287
elec_demand_tot [TWh],501.9164035575758,113.59540506075417,644.8774803972692,70.13420809741851,404.17919578114834,331.37520362286074,532.3486747237396,202.95218864188735,44.17078841977059,72.44186912543314
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],133.8677621832741,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],109.975894212514,110.35418202009399,110.67531795937734,109.83148787536587,128.86429806204958,102.42852943262903,124.47435914348257,113.68538833429254,125.23392384130752,102.91008455177266
CH4_price_weighted_by_demand [€/MWh],154.69558069890618,154.69558081706649,154.69558070313477,154.69558087854517,154.69558077387123,154.69558073141403,154.6955808016591,154.69558071036195,154.6955807136419,154.69558073416792
H2_price_weighted_by_demand [€/MWh],108.88281654856695,108.88281654856696,108.88281654856688,108.88281654856692,108.88281654856688,108.88281654856695,108.88281654856692,108.8828165485669,108.88281654856685,108.88281654856691
load_shifted [TWh],23.439669420442996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.670034542466231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],61.12459464508711,12.83651685318327,94.16531420045371,8.398707487295852,46.978460408998764,41.42793487998673,73.90823188286663,38.8758241646475,15.879445978483812,9.749622863377573
primary_gene_elec [TWh],668.4709472641532,114.03777010869892,948.5923886243867,99.90663069890937,475.56680316895415,505.46021922224554,651.5045118783296,348.5870123366108,181.8416107152876,117.6573972183948
gene_elec [TWh],668.8642973871737,123.6667314981833,980.1756396949182,99.90663069890937,506.5273407040328,509.9584804587566,700.9772050014063,362.431157491343,183.87490193100098,117.65930456052205
gene_curtailed [TWh],8.334074673182554,6.718560956556769,10.050750114949274,3.2818487571752475,8.169143178584942,4.219324357097763,4.394672304336186,6.76962862087862,4.0786497307104375,3.846658545736546
gene_curtailed [%],1.2467370058925327,5.891522563228611,1.0595436180469988,3.28491586015529,1.717769853604079,0.8347490458477744,0.674542113555908,1.9420197486708344,2.2429683253831523,3.269372463336416
imports [TWh/yr],100.44372038363159,55.07044952434625,127.16566006560937,12.481942628920205,12.982093310333177,70.99371314852624,89.26097192964478,56.76182832014008,45.445177350924304,44.18631862412854
exports [TWh/yr],126.80680457577816,36.90372558737312,141.40625043781247,6.21029031549835,8.430945152935235,71.99313937943279,73.89706268628912,50.88777423457405,56.093719703923085,42.22364854865038
net_imports [TWh/yr],-26.363084192146573,18.166723936973135,-14.240590372203101,6.271652313421855,4.551148157397941,-0.9994262309065505,15.363909243355664,5.87405408556603,-10.648542352998781,1.962670075478158
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.6283599999412,7.99999999998579,114.99999999994486,7.999999999952067,73.99999999993966,71.9999999999478,55.999999999920355,9.999999999985691,15.999999999919737,13.999999999951648
gene_CH4 [TWh],170.6283599999412,8.002114796128964,151.9512832149607,9.619433644634498,73.99999999993966,92.31908350411915,63.01220780868701,46.07321948711211,39.84782929095325,20.931090561393106
gene_H2 [TWh],99.18152829691863,13.457324907682342,160.11531436228216,20.577861102282203,61.40863245179309,87.63727938297389,109.88794171645672,62.29990152321338,55.10697417402454,22.343933293287044
biogas_import [TWh/yr],0.0,1.0294234855453104e-09,7.968564365502937e-11,0.0,1.8256266814731391e-09,3.9397885308776763e-10,1.969662921937134e-09,1.3834478949164974e-09,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,35.05258954227012,0.01546606614591969,0.0,37.48713815856411,7.938030157919433,46.39402184984724,51.29043058929022,0.0,0.0
CH4_exports [TWh/yr],35.68984721702272,1.6552947020826794,34.98011200042477,2.619433386028162,11.656858351732087,14.1222350402911,17.526626599270926,19.984356845194014,31.012049708153604,8.930862513829727
CH4_net_imports [TWh/yr],-35.68984721702272,33.39729484018744,-34.96464593427885,-2.619433386028162,25.83027980683202,-6.1842048823716675,28.867395250576315,31.306073744096203,-31.012049708153604,-8.930862513829727
H2_trade_imports [TWh/yr],0.0,28.2246713876641,37.59901295880087,0.0,19.938742548899867,0.0,25.613478514107754,3.587478663801697,0.0,0.0
H2_trade_exports [TWh/yr],28.905998090954558,0.0,0.0,15.077860552284733,0.0,22.96342954163506,0.0,0.0,33.07534149894557,14.94075438945437
H2_net_trade_imports [TWh/yr],-28.905998090954558,28.2246713876641,37.59901295880087,-15.077860552284733,19.938742548899867,-22.96342954163506,25.613478514107754,3.587478663801697,-33.07534149894557,-14.94075438945437
CH4_import_cost [M€/yr],0.0,5422.480698383706,2.3925320836361395,0.0,5799.094608989424,1227.978185142825,7176.950155786982,7934.402944894762,0.0,0.0
CH4_export_revenue [M€/yr],5521.061640292571,256.0667753620931,5411.2687389664015,405.2147692242808,1803.2644727199465,2184.647350783356,2711.2916812680232,3091.491687290385,4797.42703872315,1381.5649630338999
H2_trade_import_cost [M€/yr],0.0,3073.1817168466164,4093.886430400306,0.0,2170.9864471609703,0.0,2788.8676822222556,390.6147812226182,0.0,0.0
H2_trade_export_revenue [M€/yr],3147.366487290631,0.0,0.0,1641.7199244592928,0.0,2500.322886107793,0.0,0.0,3601.336340710893,1626.7914192841563
lcoe_elec [€/MWh],73.60019877950924,110.608119068373,90.43864498298178,58.72643242883924,91.14633599473981,66.80422008459519,109.66785656118734,110.4243572947295,84.17628935983835,69.4265367997323
lcoe_CH4 [€/MWh],46.76301376042701,43.48029299621665,81.70763801908647,90.49709487115274,77.50144937821464,79.73816535853182,77.44578104630612,130.55038542815097,113.4458356289024,109.5705706134058
lcoe_H2 [€/MWh],88.69761072340201,108.88281746230247,108.88281660068739,108.88281688036317,108.88281672032224,108.88281663839992,108.8828166475181,108.88281673605262,108.8828167466127,108.88281690226617
lcoe_elec_volume [€/MWh],79.35238752642465,82.70229826316805,86.35711221900374,56.594670817253686,79.43605136204842,66.82566633028244,91.39945738825573,102.49369912423317,96.09164603536983,69.1379152085789
lcoe_CH4_volume [€/MWh],59.16951399221638,8.405861586327713,118.75539932654492,121.02424533244141,57.44857138592152,86.20895605640216,56.99773196365123,108.44701612826057,669.1723185757783,194.75784110971975
lcoe_H2_volume [€/MWh],225.63815134833555,74.22139918215791,160.12085931527608,445.4116079952077,255.55053487099897,183.6030385349767,277.24147438293386,235.25970589510203,444.0719431903467,397.99994329960055
lcoe_elec_value [€/MWh],87.05414810056273,90.0515973003735,102.51659289984141,68.44345995814427,89.14289531892629,78.27102696326925,105.51036961073466,129.27248891680432,153.63210825802113,83.57239161647482
lcoe_CH4_value [€/MWh],59.16963202127565,8.403187643355166,104.05581512095449,114.23903428059594,57.44857261708132,79.14420663455249,51.907590182741686,85.65757468541449,600.4476153684628,178.31617569595437
lcoe_H2_value [€/MWh],147.95916796220766,41.99217256508893,100.99328684249429,302.95543236852876,126.06853797499828,129.00799145549362,151.68049594882106,151.34966334172606,340.3318412760753,283.3566371009838
transport_and_distrib_lcoe [€/yr/MWh],,,,,,,,,,
footprint [MtCO2eq/yr],64.97212957268914,64.97212957268914,64.97212957268914,64.97212957268914,64.97212957268914,64.97212957268914,64.97212957268914,64.97212957268914,64.97212957268914,64.97212957268914
