direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1146.07580102668,12.6,35.68427745293591,4.496218959069924,23.00228310502283,50.39954337899544,39.38687808145253
DE→FR,DE,988.3532376443713,11.0,30.67952287993677,3.374747516793045,21.073059360730596,57.02054794520548,29.562788247107072
FR→CH,CH,557.9482711695764,3.3,43.182478718745706,1.4250217977186082,32.42009132420091,47.214611872146115,12.483190948015007
CH→FR,CH,385.39604277935507,2.0,35.44686253138327,0.7089372506276654,28.82420091324201,55.25114155251142,6.21029031549835
FR→IT,IT,1122.6212603509916,3.1,47.810397884438515,1.482122334417594,39.566210045662096,41.97488584474886,12.983391649498124
IT→FR,IT,610.3447666701313,3.1,31.046343912708924,0.9624366612939766,24.942922374429223,60.51369863013699,8.430945152935235
FR→ES,ES,633.2057486961739,10.2,32.20651432670656,3.2850644613240694,19.360730593607308,53.50456621004567,28.777164681198848
ES→FR,ES,1029.5368484629753,9.5,33.40831732940934,3.1737901462938876,22.45433789954338,51.97488584474886,27.802401681534455
FR→UK,UK,1992.132681623918,9.8,38.64525581913807,3.7872350702755315,30.011415525114156,51.426940639269404,33.17617921561366
UK→FR,UK,1520.0040108224712,9.5,34.183297720659105,3.2474132834626146,26.278538812785392,56.25570776255707,28.447340363132504
