area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,5.809998682150232e-05,0.00022977598229798545,308.3894508024914,289.7894922228471,0.0,0.0,0.0
CH,0.0,5.715859493175609e-05,0.000261137428041171,21.005884552477106,0.00016497170192886784,0.0,0.0,0.0
DE,0.0,5.5913145993922977e-05,0.00021859353047325237,1023.0949634777625,1448.4754791059656,0.0,0.0,0.0
ES,0.0,5.168205200775081e-05,0.00017773722861892668,1456.9754233848714,620.3384853741088,0.0,0.0,0.0
FR,3.992845865596534e-06,0.00011362988124947085,0.00043853669560810926,1229.1173760011627,0.014400909361968351,60.70338906229519,0.0,0.0
IE,0.0,6.679987964793134e-05,0.00023882536790627103,77.20010576446306,0.0012275508175066555,0.0,0.0,0.0
IT,0.0,5.866745116396226e-05,0.00020179248372661964,1831.5418472456163,1543.3993022833622,0.0,0.0,0.0
NL,0.0,5.8014410693167195e-05,0.00022924384708461815,407.5120509084252,253.34247102416978,0.0,0.0,0.0
PT,0.0,5.1402958415309044e-05,0.00017648214126545053,115.51959842800179,1.1615534124997953,0.0,0.0,0.0
UK,0.0,6.702428855165543e-05,0.00023996199253135044,1777.1583713451025,0.0012371358399286038,0.0,0.0,0.0
