technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biomass_coge,0.4,,1.402363776,,50.42537067860161
geothermal_coge,0.05,,0.350000933382,,8.739252696174596
lake,0.4,,0.37064574342999723,,123.40473964276445
methanization,10.27397260273753,,89.99999999998076,,10012.022015109742
offshore_float,40.4,,161.8321551727333,,-3824.622977448902
offshore_ground,24.7,,91.70890112366665,,-2188.501829078574
onshore,129.6,,333.19235211428565,,14995.723263833384
pv_ground,125.8,,119.025810896,,-560.1539837857272
pv_roof_com,179.1,,150.547657707,,-3623.3462755117816
pv_roof_indiv,76.2,,70.12507996800001,,-6915.413695582503
pyrogazification,2.8538812785347156,,24.999999999964103,,1078.5895435957982
river,4.29,,20.037421189889,,2105.2944152378022
ch4_ocgt,17.731450839246154,,1.9946546778767735,2.9919820168151605,0.0
electrolysis,60.35664367578605,,160.11531436228216,78.18343749776184,0.0
h2_ccgt,27.923971904695925,,29.588596392654765,19.725730928436512,0.0
methanation,6.112304185688017,,36.95128321501586,29.440606387421738,0.0
battery_4h,15.366660196608404,61.466640786433615,15.685000723725038,1.7427778556522728,0.0
battery_8h,11.603083472592868,92.82466778074294,19.5101594423867,2.1677954934167794,0.0
phs,6.5,130.0,8.396663891096413,2.405603517200511,1542.8511337762193
