area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,2.6326379371412265e-06,1.267320195957391e-05,18.527765526639982,18.570982891984524,0.0,0.0,0.0
CH,62.400000000000006,2.589981404184049e-06,1.4402929895769507e-05,1.2620149705354982,1.0572110916384128e-05,0.0,0.0,0.0
DE,130.0,2.5335473789477774e-06,1.2056438323267217e-05,61.466640786433615,92.82466778074294,0.0,0.0,0.0
ES,128.0,2.3418272228343423e-06,9.803025414124697e-06,87.53379518108287,39.75401354533276,0.0,0.0,0.0
FR,101.00000083511117,5.1488193463668375e-06,2.418731520389407e-05,73.84428516607534,0.000922873494614064,3051.768172273454,118900.0,0.0
IE,0.0,3.026849178088417e-06,1.3172317185964873e-05,4.638114094090224,7.866684556466608e-05,0.0,0.0,0.0
IT,144.4,2.6583509921290814e-06,1.1129783342085636e-05,110.03741473546441,98.90780310337772,0.0,0.0,0.0
NL,0.0,2.628760294919708e-06,1.2643852255739074e-05,24.482963696923193,16.235297764299034,0.0,0.0,0.0
PT,94.0,2.329180879527371e-06,9.73380157554751e-06,6.940315331267274,0.07443744211081253,0.0,0.0,0.0
UK,56.0,3.0370176381121918e-06,1.3235007260366016e-05,106.77010358916415,7.928109588151473e-05,0.0,0.0,0.0
