area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,56.651181169727245,64.3933205050699,-138.9306643489321,-14.823896704723197,57.29639310017987,72.12028980490307,125.8723034778199,5346,61.02739726027397,6983,62207.35531564204,192064.69044901725
BE,16.3707208511208,16.3707208511208,-39.61742564175371,0.2118421762943115,12.967511993236778,12.755669816942465,98.36636221038547,4045,46.17579908675799,906,31586.92646950013,29731.18900516196
DE,83.43794678079583,83.43794678079583,-261.76028958460296,-34.42829883268325,73.61615073028187,108.04444956296514,146.7673173497256,5841,66.67808219178082,7435,82877.48452875616,384469.38230306143
CH,9.313962240988474,9.313962240988474,-33.53238501959733,-1.9258074998678543,8.006188138974716,9.931995638842572,124.05398757109994,3838,43.81278538812786,906,17340.368727071407,34210.44242591381
IT,62.07401947791916,62.07401947791916,-139.11491394651222,-5.072915003274512,46.13917760058771,51.21209260386223,110.99481019620494,3866,44.1324200913242,1410,115109.62393696145,159548.35936564617
ES,42.765371015950294,42.765371015950294,-132.4554874396531,-16.595719396318618,37.828219591650765,54.423938987969386,143.87126747033457,4946,56.461187214611876,8348,60280.63758968502,205659.1395014361
UK,104.60016575953104,104.60016575953104,-129.40745378364807,-13.498207842487451,60.77039665796114,74.26860450044859,122.21181460845234,5217,59.55479452054795,906,95725.4798178409,213969.78051803095
NL,38.218640711875814,38.218640711875814,-99.6825484291503,-16.56494717793648,23.16805806414239,39.73300524207887,171.49907485588676,6615,75.51369863013699,762,21884.838657127446,166993.77593585098
IE,8.935047293109175,8.935047293109175,-48.45422255982394,-15.70384075483071,5.042327445179291,20.74616820001,411.44032047828114,7605,86.81506849315068,883,2607.2300938898743,140172.8751062069
PT,11.335507565575183,11.335507565575183,-32.54211168915428,-4.0465451878859975,8.2696197631773,12.316164951063298,148.93266321511328,5349,61.061643835616444,8348,15351.787042554071,50799.522888435415
