tech,FR
offshore_float,36.907307690759424
offshore_ground,34.48793070776255
onshore,24.869763715908437
pv_ground,14.535424429223747
pv_roof_com,12.719882990867582
pv_roof_indiv,14.021236757990868
river,56.15050126908962
lake,13.720883558522123
nuclear,69.99999999998305
methanization,99.9999999754563
pyrogazification,99.99999956145598
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,0.9520674629055733
ch4_ccgt,17.370379719312037
h2_ccgt,0.0
electrolysis,45.81029348109322
methanation,41.183278297815775
phs,20.26346170495394
battery_1h,0.0
battery_2h,0.0
battery_4h,11.553865341293374
battery_8h,20.251465230326374
h2_saltcavern,36.314510873555214
ch4_reservoir,7.72552051592732
str_dummy,
lost_load,
