,0
total system cost [1e9€],48.57095182100093
elec_demand_tot [TWh],503.85639124534936
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],132.12155327933843
elec_price_weighted_by_demand [€/MWh],115.9418626811215
CH4_price_weighted_by_demand [€/MWh],1.767440090842939
H2_price_weighted_by_demand [€/MWh],3.055849345888967
load_shifted [TWh],24.315232236240604
load_shifted [%],4.825825901730097
attributed_cost [1e9€],63.52511939565001
primary_gene_elec [TWh],638.2814729679675
gene_elec [TWh],674.4126526477074
gene_curtailed [TWh],30.54951295629739
gene_curtailed [%],4.786213332222246
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],167.88467092719316
gene_CH4 [TWh],195.76340345116841
gene_H2 [TWh],71.1418363846971
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],82.75201981972847
lcoe_CH4 [€/MWh],55.66512700770177
lcoe_H2 [€/MWh],60.6873657627677
lcoe_elec_volume [€/MWh],89.91207505608361
lcoe_CH4_volume [€/MWh],81.31039005595382
lcoe_H2_volume [€/MWh],150.29771617456697
lcoe_elec_value [€/MWh],103.26499817900812
lcoe_CH4_value [€/MWh],58.04075156529646
lcoe_H2_value [€/MWh],76.88122699736245
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],13.303599931741665
