tech,FR
offshore_float,94.72310565142637
offshore_ground,55.864191911848394
onshore,175.71510928827232
pv_ground,88.20786133295941
pv_roof_com,95.75909766412501
pv_roof_indiv,51.3647911149076
river,37.382757724909105
lake,15.662830998222466
nuclear,12.85091999999689
methanization,162.5120099999889
pyrogazification,5.372660927204274
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,0.7748360714516257
ch4_ccgt,35.356343608288284
h2_ccgt,0.0
electrolysis,49.764500644285654
methanation,27.878732523975273
phs,8.981900981904115
battery_1h,0.0
battery_2h,0.0
battery_4h,17.04743211168799
battery_8h,11.692774961579463
h2_saltcavern,21.377335740411443
ch4_reservoir,59.83669963721094
str_dummy,0.0
lost_load,0.0
