technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,492.3293935764654,,0.4923293935764654,,2.118088891874909
biomass_coge,0.4,,1.402363776,,120.70123274933067
geothermal_coge,0.05,,0.350000933382,,27.75121995145775
lake,0.4,,0.38381788684183443,,157.29276238820304
methanization,10.273972602738759,,89.9999999999915,,12226.61580950038
offshore_float,40.4,,155.89456227086663,,1938.9219133008446
offshore_ground,24.7,,89.84924339299998,,1270.86666095882
onshore,129.6,,325.6282788479999,,28621.5172268679
pv_ground,125.8,,126.556400176,,4897.729706940587
pv_roof_com,179.1,,158.740146621,,3240.3889880820407
pv_roof_indiv,76.2,,74.62570647599999,,-3678.8374695635375
pyrogazification,2.8538812785380503,,24.999999999993314,,1693.7544864829067
river,4.29,,19.24056857937545,,3015.0348795198033
ch4_ccgt,0.0005775066235103447,,0.0,0.00014385638354193388,0.0
ch4_ocgt,11.23023641889873,,1.5998561621827827,2.3997842432741736,0.0
electrolysis,63.42190976749284,,193.48958721760232,94.4799134857692,0.0
h2_ccgt,35.61528613746277,,47.66842960470595,31.77895306980396,0.0
battery_4h,14.35713325016862,57.42853300067448,12.803715928846872,1.4226351034789388,0.0
battery_8h,26.2250718255045,209.800574604036,37.70547680705412,4.189497423110012,0.0
phs,6.5,130.0,8.158058780972075,2.330193750830672,1486.6912265096287
