area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,63.694422834622074,70.52584639154875,-136.88982840768497,-6.46326586560849,58.37679439019922,64.8400602558077,111.07163545570357,4383,50.034246575342465,8255,98878.57107425299,155496.78005698338
BE,17.80500810071581,17.80500810071581,-39.30311068664399,1.2136253825852044,13.125795050770645,11.912169668185442,90.75389050422552,3586,40.93607305936073,522,39937.78810458383,29306.42975313744
DE,95.62922939343974,95.62922939343974,-294.5326953533644,-34.078133439147095,74.43041751567507,108.50855095482216,145.78522407451257,5566,63.53881278538813,8202,104773.69023348014,403298.13916040864
CH,9.677025820151645,9.677025820151645,-32.96146311026697,-1.8348901648485785,8.08300498151173,9.917895146360308,122.70059425975273,3801,43.390410958904106,810,18833.09093185485,34906.72877592841
IT,63.111347899243555,63.111347899243555,-136.92269897114227,-4.043825322328562,46.65984303415073,50.7036683564793,108.66660721376378,3952,45.114155251141554,8082,122075.10174534337,157499.01156894155
ES,45.20250842564397,45.20250842564397,-138.20228393377056,-14.082170684861573,38.23198340217585,52.31415408703741,136.83348189584152,4652,53.10502283105023,8036,70703.11670017737,194062.93189956472
UK,110.22745688781477,110.22745688781477,-128.93158729221014,-8.205922728910457,61.582985445679675,69.78890817459013,113.3249836290393,4691,53.55022831050228,690,116860.93981045176,188744.82291570737
NL,42.55967128092342,42.55967128092342,-85.29480960930009,-12.404809944939196,24.037536844241135,36.44234678918033,151.6059945131654,5728,65.38812785388129,473,38488.60554585363,147154.740663521
IE,10.793542106446601,10.793542106446601,-47.866698855818306,-14.091050913472154,5.207736461736615,19.298787375208768,370.57918573654615,7226,82.48858447488584,691,3932.3045316371504,127369.91053365321
PT,11.562428325634388,11.562428325634388,-37.60390636898174,-3.8038017934207673,8.320463768255035,12.124265561675804,145.71622327031056,5219,59.57762557077626,548,15969.287442085797,49290.59115245172
