area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,1.2896160705410955e-05,5.6498388499298236e-05,367.05437309261436,619.4391550260553,0.0,0.0,0.0
CH,0.0,1.4768219761738761e-05,0.00011361591325044258,169.21083297040093,4.298264204646666e-05,0.0,0.0,0.0
DE,0.0,1.2546661085247152e-05,5.472533119935133e-05,955.8817941109024,3273.817133761205,0.0,0.0,0.0
ES,0.0,1.2491751965622604e-05,5.244916632698119e-05,1623.1825738689806,1326.608437155172,0.0,0.0,0.0
FR,4.013927614607128e-09,2.816371404312367e-05,0.00012326773470788227,1668.7250246029269,0.0012126023635225694,79.56487600164826,0.0,0.0
IE,0.0,1.1846165590769564e-05,4.2288826994566285e-05,366.88824085625504,0.371129045558136,0.0,0.0,0.0
IT,0.0,1.4311070618873675e-05,5.708360559630953e-05,2398.8651120130976,1717.1800943435755,0.0,0.0,0.0
NL,0.0,1.2896584029810244e-05,5.652583101007239e-05,282.6575841282088,970.2809799539957,0.0,0.0,0.0
PT,0.0,1.2428895418978483e-05,5.205200349463613e-05,210.9299158090793,0.7711095084811712,0.0,0.0,0.0
UK,0.0,1.190383508618814e-05,4.25445816384083e-05,1423.6253209237866,637.1981043804885,0.0,0.0,0.0
