,0
offshore_float,4.980848907767361
offshore_ground,2.8139682258646403
onshore,15.642194667840414
pv_ground,6.684145135849089
pv_roof_com,8.153493525072772
pv_roof_indiv,3.9213448806115836
river,0.8474284694839919
lake,0.45630375278794083
nuclear,0.07710551999998166
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.689630061050831
ch4_ccgt,3.2128969784788306
h2_ccgt,6.341047681198719
electrolysis,3.738595758336984
phs,0.31947962307755995
battery_1h,0.0
battery_2h,0.0
battery_4h,7.637833686438677
battery_8h,6.182558402846683
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,71.69887527670606
