technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,47172.637152717725,,47.172637152717726,,0.0
biomass_coge,0.26,,0.9115364544000001,,81.3810128364211
methanization,4.10958904109531,,35.99999999999492,,4735.767902799754
offshore_float,54.6,,202.76828879579998,,1956.6336958889915
offshore_ground,33.4,,113.32693193714285,,488.2289516200508
onshore,61.1,,195.54225781350002,,17266.408446720572
pv_ground,36.2,,33.63903534399999,,2432.6647745140262
pv_roof_com,51.5,,41.199367065,,2024.5309029027962
pv_roof_indiv,21.9,,20.037669552,,-420.5288615399322
pyrogazification,2.2831050228302594,,19.999999999993072,,1268.960021963924
river,2.2,,4.837285101966772,,855.4688005667151
ch4_ccgt,18.646086995876598,,10.907801192306001,7.271867461537338,0.0
ch4_ocgt,19.36802773576241,,2.801223241927755,4.2018348628916335,0.0
electrolysis,40.78520997660706,,102.11189253027632,49.860681966719284,0.0
h2_ccgt,33.95488775627749,,56.433594628608,37.62239641907198,0.0
battery_4h,21.382537628335132,85.53015051334053,14.60400625468119,1.622667361865636,0.0
battery_8h,5.104306493519778,40.834451948158225,5.925974528852642,0.6584416145069909,0.0
phs,2.8,56.0,3.426348708767303,1.0525384922356076,646.7949707590062
