area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,5.84353349697661e-07,3.116145911688491e-06,22.05230218637832,39.69638050840022,0.0,0.0,0.0
CH,62.400000000000006,6.691804548637745e-07,6.266440034524498e-06,10.166037228850964,2.7545164042158954e-06,0.0,0.0,0.0
DE,130.0,5.685167547275714e-07,3.0183536488793034e-06,57.42853300067448,209.800574604036,0.0,0.0,0.0
ES,128.0,5.660287019873406e-07,2.8928126901057044e-06,97.5193738220098,85.01489271331378,0.0,0.0,0.0
FR,101.00000000083952,1.2761597049671635e-06,6.79878236806418e-06,100.25552399352627,7.770888300684289e-05,3999.999999399265,118900.0,0.0
IE,0.0,5.367757662274553e-07,2.33242325753869e-06,22.04232110851177,0.023783578565638903,0.0,0.0,0.0
IT,144.4,6.484660237205162e-07,3.1484233254827732e-06,144.12169485616064,110.04443918894005,0.0,0.0,0.0
NL,0.0,5.843725314554247e-07,3.1176594923414405e-06,16.981817728933997,62.1798649113441,0.0,0.0,0.0
PT,94.0,5.631805338835957e-07,2.8709073337024496e-06,12.672482837836945,0.04941608261916618,0.0,0.0,0.0
UK,56.0,5.393888976541658e-07,2.346529302135228e-06,85.53015051334053,40.834451948158225,0.0,0.0,0.0
