area,tech,dual
FR,offshore_float,311.37767111633536
FR,offshore_ground,299.07322058078813
FR,onshore,3.7338627584174304
FR,pv_ground,41.53960321367514
FR,pv_roof_com,54.34550893803288
FR,pv_roof_indiv,127.00869048908704
FR,river,0.0
FR,lake,132.58007330641135
FR,nuclear,160.26937214921412
FR,methanization,0.0
FR,pyrogazification,0.0
FR,natural_gas,0.0
FR,biogas_import,0.0
FR,H2_import,0.0
FR,coal,0.0
FR,biomass_coge,0.0
FR,geothermal_coge,159.8880291089915
FR,waste,0.0
FR,marine,253.71210689941793
FR,rsv_dummy,0.0
FR,lost_load,0.0
