year,area,dual
2040,FR,-64.03019341633238
2040,BE,-130.60000000877386
2040,DE,-63.44884486628327
2040,CH,-63.44800115741138
2040,IT,-63.44800109037349
2040,ES,-63.44800124992157
2040,UK,-63.44800110522963
2040,NL,-130.60000001485312
2040,IE,-63.44800105919932
2040,PT,-63.44800113149782
