tech,FR
offshore_float,108.49883779796107
offshore_ground,63.8380664091166
onshore,216.2757307353665
pv_ground,81.1911149435112
pv_roof_com,88.039860520605
pv_roof_indiv,47.4998160131396
river,40.11878331702257
lake,16.585222778800237
nuclear,10.300981947397535
methanization,162.51200999998827
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,2.7497832812700445
ch4_ccgt,20.122768963852792
h2_ccgt,3.542135674968924
electrolysis,55.72790512322169
methanation,14.120493552851208
phs,12.430209716384637
battery_1h,0.0
battery_2h,6.412151190575613
battery_4h,8.2088758590583
battery_8h,0.0
h2_saltcavern,27.62502414212312
ch4_reservoir,36.78525320649577
str_dummy,0.0
lost_load,0.0
