tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.773411197101094
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2528733662743492e-06
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.408783943667814
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.245522287089056
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0181157143845238e-06
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.93953821675774
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.370871253311815
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,113.72808581125905,69.93792933136804,642.4805027243601,340.1348714029142,409.8176853433051,526.2502629324472,44.36407108307227,200.12954978286643,73.51438033859395,507.0242229860883
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.80279582748678
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
