,0
total system cost [1e9€],44.8390859125511
elec_demand_tot [TWh],507.0242229860883
H2_demand_tot [TWh],49.764499999999984
CH4_demand_tot [TWh],134.99449121478867
elec_price_weighted_by_demand [€/MWh],53.164128029655025
CH4_price_weighted_by_demand [€/MWh],0.5095278421386986
H2_price_weighted_by_demand [€/MWh],0.5349854083370316
load_shifted [TWh],21.821664557388583
load_shifted [%],4.303870223176166
attributed_cost [1e9€],59.818545412193686
primary_gene_elec [TWh],683.0992217442202
gene_elec [TWh],709.5139096643119
gene_curtailed [TWh],77.80279582748678
gene_curtailed [%],11.389677129015858
imports [TWh/yr],0.0
exports [TWh/yr],0.0
net_imports [TWh/yr],0.0
lost_load [TWh/yr],0.0
lost_load [% of demand],0.0
primary_gene_CH4 [TWh],162.51200999998827
gene_CH4 [TWh],176.63250355283947
gene_H2 [TWh],83.35292926534481
biogas_import [TWh/yr],0.0
H2_import [TWh/yr],0.0
CH4_imports [TWh/yr],0.0
CH4_exports [TWh/yr],0.0
CH4_net_imports [TWh/yr],0.0
H2_trade_imports [TWh/yr],0.0
H2_trade_exports [TWh/yr],0.0
H2_net_trade_imports [TWh/yr],0.0
CH4_import_cost [M€/yr],0.0
CH4_export_revenue [M€/yr],0.0
H2_trade_import_cost [M€/yr],0.0
H2_trade_export_revenue [M€/yr],0.0
lcoe_elec [€/MWh],74.25828273389905
lcoe_CH4 [€/MWh],44.82143605222924
lcoe_H2 [€/MWh],21.75467660227381
lcoe_elec_volume [€/MWh],86.21926744062645
lcoe_CH4_volume [€/MWh],60.002441523590704
lcoe_H2_volume [€/MWh],160.82326289941784
lcoe_elec_value [€/MWh],101.59491740142803
lcoe_CH4_value [€/MWh],45.99334983974025
lcoe_H2_value [€/MWh],42.1708747504608
transport_and_distrib_lcoe [€/yr/MWh],
footprint [MtCO2eq/yr],11.416883660812516
