,0
offshore_float,0.7062476148166407
offshore_ground,0.4126541729564772
onshore,2.598747518833427
pv_ground,1.0975084100602186
pv_roof_com,1.18801952499846
pv_roof_indiv,0.6427695827426719
river,0.23799299147351455
lake,0.09868897824696546
nuclear,0.07710551999989967
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.06097106579344559
ch4_ccgt,3.5071092267336375
h2_ccgt,0.0
electrolysis,0.24882251129553445
phs,0.06614556071662733
battery_1h,0.0
battery_2h,0.0
battery_4h,1.1049376072938353
battery_8h,0.045647305928842793
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,12.093367591890196
