tech,FR
offshore_float,100.89251640237724
offshore_ground,58.950596136639604
onshore,199.903655294879
pv_ground,78.39345786144419
pv_roof_com,84.85853749988999
pv_roof_indiv,45.912113053047996
river,39.66549857891909
lake,16.44816304116091
nuclear,12.85091999998328
methanization,162.51201000000455
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,0.7527292073264887
ch4_ccgt,29.225910222780314
h2_ccgt,0.0
electrolysis,49.76450225910689
methanation,24.292300562753795
phs,11.024260119437889
battery_1h,0.0
battery_2h,0.0
battery_4h,19.05064840161785
battery_8h,0.7870225160145309
h2_saltcavern,23.30759436248457
ch4_reservoir,49.56053553845003
str_dummy,0.0
lost_load,0.0
