tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.230293787908888
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4428260741307075e-07
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.437289519983288e-07
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.46071599887051
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833710927010338
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0642381555668
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.64697506624576
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,113.87252726440342,70.27533730135819,649.1972819327601,331.33178501733835,405.30816710098264,526.8319939785208,43.770074248050534,203.94018584301784,72.3957750251324,502.20810745666813
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.77313499352695
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
