technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,53167.61635855288,,53.16761635855288,,0.930586644687161
biomass_coge,0.26,,0.9115364544000001,,52.059317269737406
methanization,4.2,,35.9999999999978,,4705.053898387199
offshore_float,54.6,,202.76828879579998,,1298.8947537481254
offshore_ground,33.4,,113.32693193714285,,293.58875100771
onshore,61.1,,195.54225781350002,,17371.159049072012
pv_ground,36.2,,33.63903534399999,,2313.7773951320587
pv_roof_com,51.5,,41.199367065,,1885.176950352156
pv_roof_indiv,21.9,,20.037669552,,-498.3806017704701
pyrogazification,2.4,,19.999999999999012,,1200.5464315694473
river,2.2,,4.837285101966772,,742.2813302829022
ch4_ccgt,50.0,,13.636739723246288,9.091159815497525,-6004.06851032429
ch4_ocgt,9.0,,0.0,2.247265725578977e-09,-714.2180935391968
electrolysis,44.0,,93.17029050653935,45.49454631169425,-3485.812837227475
h2_ccgt,25.0,,44.37035560881246,29.580237072541635,-2498.3157649955974
methanation,7.6,,11.015513931750885,8.776512792065944,-1674.2422963577137
ocgt_coge,5.0,,5.715045741455,8.5725686121825,265.508242856686
battery_4h,30.0,120.0,13.771764882791587,1.530196098087922,-1700.0738745173448
battery_8h,6.0,48.0,5.3544088090595485,0.5949343121170241,-583.0490693045992
phs,2.8,56.0,2.5739097361165157,0.7906781542319998,302.83836553788507
