area,exports
BE,9.014025437948549
CH,6.414363901768819
DE,94.58151884562604
ES,46.85023555283758
IT,8.267639807649081
UK,32.744142115415926
IE,29.479193248522122
NL,19.061405707420565
PT,16.9390306297797
FR,90.96274687418513
