technology,installed_power_GW,energy_capacity_GWh,annual_generation_TWh_yr,storage_loss_TWh_yr,annual_profit_M€_yr
biogas_import,36897.18105516496,,36.897181055164964,,535.2381366270872
biomass_coge,0.57,,1.9983683807999997,,191.11222562014234
geothermal_coge,1.3,,9.100024267931998,,750.4351483821662
lake,9.0,,15.558156200647266,,2952.023617326739
methanization,4.3,,37.00000000000036,,5377.609962963861
offshore_float,8.6,,19.603748676,,-1195.7632800249712
offshore_ground,5.3,,12.081379998000001,,-554.792486188061
onshore,67.6,,136.72868090514282,,10735.720234722417
pv_ground,62.370000000000005,,85.73159846790001,,6138.742385433596
pv_roof_com,88.83,,106.92007760070001,,5848.791673544977
pv_roof_indiv,37.8,,49.83555175199999,,258.87312239128096
pyrogazification,4.3,,37.000000000000135,,2839.4481527013168
river,13.0,,33.2630974030158,,5145.622434519041
waste,0.79,,1.1980661445326102,,204.37109878741865
ch4_ccgt,19.0,,5.908832230494064,3.9392214869960407,-2281.6116003558036
ch4_ocgt,3.0,,0.0,1.991321591768953e-09,-238.07269808483892
electrolysis,27.0,,47.27466543583531,23.083962112251946,-996.8059235320816
h2_ccgt,10.0,,22.950458815661175,15.300305877107458,-536.5435359085541
methanation,4.0,,14.434912681910506,11.500888346205896,-489.0716532479796
ocgt_coge,8.25430277485072,,9.43474358441816,14.152115376627235,593.1351198080374
battery_4h,40.0,160.0,42.00066927808505,4.666741030897576,-542.9796480794685
battery_8h,10.0,80.0,18.34269513011372,2.038077236666634,-219.75930081656816
phs,7.22,144.4,10.782290699413819,-0.01774887022660465,1536.0455035011025
