,0
offshore_float,4.908289846985403
offshore_ground,2.807063645803559
onshore,15.428573834650763
pv_ground,6.54662135632267
pv_roof_com,7.9231659773013
pv_roof_indiv,3.7808412644755367
river,0.8474284694839919
lake,0.45657612980284334
nuclear,0.4659217651595499
ocgt_coge,2.5150615798999074
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,0.0
ch4_ccgt,5.807778622626898
h2_ccgt,5.132368042641092
electrolysis,3.433475391134349
phs,0.29375283214407033
battery_1h,0.0
battery_2h,0.0
battery_4h,8.122930849565954
battery_8h,3.2366334941759454
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,71.70648310217383
