area,load_shift_maximum_power
BE,2.173159131785791
CH,1.338254636759008
DE,12.322997645565227
ES,6.329840099997841
IT,7.725190252106131
UK,10.195925402328509
IE,0.8622136795509608
NL,3.9797507500799387
PT,1.3775692633273764
FR,9.914973688920547
