area,imports
BE,34.36623651447704
CH,9.14975959449205
DE,53.46216602441318
ES,32.12822460486623
IT,13.080070883661351
UK,57.61963515023347
IE,3.974510250984176
NL,22.21858584344434
PT,12.472213795418316
FR,115.80746802895126
