tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,1.9555211332900548,2.4050637443037037,9.593729585925638,9.311555306987547,10.764541829187214,3.3645878903485156,0.0,0.0,5.917357048397873,7.931393334328671
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery_4h_input,7.839985639943993,2.5113823159506756,25.522885552115117,36.81282429939702,46.667410308982625,15.301960980879509,2.602824883425642,5.596330705878087,3.327632490470398,19.522927291499666
battery_8h_input,4.224648683230137,0.0,19.072908821906328,7.387363954508723,20.380772366780356,5.949343121176573,0.0,4.989436120882687,0.0,0.0
electrolysis_input,10.848916505361524,34.524430334725665,272.8088733874694,137.90188440687885,70.35862754808726,138.6648368182336,103.77530031516908,125.59326644721615,40.45352097945219,87.07489479982975
methanation_input,17.592082245801063,2.858372313214552,28.420081406879255,7.793202970260826,25.9358010281164,19.79202672381683,1.9244513377628358,10.420799260272851,1.2096565386439688,7.246854673007585
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,114.98196464475085,70.80712363804275,652.0104574373137,334.9121746030604,408.7402249791604,539.4669525041539,45.619771404812745,210.56882275555233,72.8872626099141,524.6017824825686
curtailment,1.4721130981819934,0.029238784078727653,2.0212329336442356,0.5976339632569042,3.403492551933601,0.02038156302095307,0.02046017432645466,1.3921580474775235,0.5120483819447587,0.3714410482335028
elec_trade_exports,9.014025437948549,6.414363901768819,94.58151884562604,46.85023555283758,8.267639807649081,32.744142115415926,29.479193248522122,19.061405707420565,16.9390306297797,90.96274687418513
