year,area,dual
2049,FR,-0.4951809474217492
2049,BE,-67.15199973383342
2049,DE,-0.0
2049,CH,-3.1616752805899016e-07
2049,IT,-1.305124114477579e-07
2049,ES,-6.826219793482749e-07
2049,UK,-2.2975882082870585e-07
2049,NL,-67.15199907390337
2049,IE,-0.0
2049,PT,-1.759786474522291e-06
