year,area,dual
2049,FR,-1.7461161405663006e-08
2049,BE,-8.015262545389174e-07
2049,DE,-2.8141488288249457e-07
2049,CH,-3.4130192716474994e-07
2049,IT,-1.5753474368439485e-07
2049,ES,-7.087520953447803e-07
2049,UK,-2.5663150104796243e-07
2049,NL,-1.4147835299357547e-07
2049,IE,-5.996766105909046e-08
2049,PT,-1.7849208404641104e-06
