area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,60.748350884400686,70.25241782756908,-186.70517966933141,-15.939986392647432,57.40418784050886,73.3441742331563,127.76798521552976,5218,59.5662100456621,259,71374.54896475356,211008.82976434508
BE,18.118440290606895,18.118440290606895,-40.01185774082404,-0.4010252450825055,12.925207496558702,13.32623274164121,103.10266001678718,4233,48.321917808219176,258,31290.450899439224,34803.43204636198
DE,92.25232547432226,92.25232547432226,-298.4272247930851,-42.62556678428167,73.06006628336095,115.68563306764263,158.34318110109547,5925,67.63698630136986,906,88557.77496898206,461957.7399992895
CH,10.095202878908653,10.095202878908653,-37.969694228238566,-2.0835604525181064,7.9798592942891915,10.063419746807298,126.11024049019528,3748,42.78538812785388,258,19504.00665812884,37755.99622218745
IT,67.09482309319776,67.09482309319776,-158.401038827675,-3.3062708911597203,46.80018230020808,50.1064531913678,107.06465387239533,3699,42.226027397260275,282,129691.90325615689,158654.83626271607
ES,45.307171495916116,45.307171495916116,-150.1246350799425,-15.330164581915138,38.448442946710394,53.77860752862553,139.872003667776,4775,54.50913242009132,260,67178.76694954482,201471.00868712142
UK,102.0072750269518,102.0072750269518,-145.81794415853483,-22.95377652088933,58.887311664578405,81.84108818546775,138.97915505403583,5895,67.2945205479452,210,71532.83939547221,272607.9217184628
NL,40.98736135315388,40.98736135315388,-98.2078924935315,-18.998899931414353,22.370460326011298,41.369360257425654,184.9285157951057,6469,73.84703196347033,209,24560.083963542733,190990.44736273246
IE,8.509114984151957,8.509114984151957,-49.996947189051475,-18.734091564560458,4.9612137581981,23.695305322758557,477.6110540208739,7829,89.37214611872146,187,1869.408780252466,165980.05088580208
PT,11.372990238234177,11.372990238234177,-37.45810796181742,-4.28724878136619,8.33808766224426,12.625336443610449,151.4176506056575,5300,60.50228310502283,573,16201.651354878002,53757.95067964584
