area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,0.00010799471687102559,0.00045249923320065343,358.8143748038934,69.38752573102221,0.0,0.0,0.0
CH,0.0,8.48830807889399e-05,0.00024989786677192914,0.0005387903809088642,0.00020349392718590237,0.0,0.0,0.0
DE,0.0,0.00010448215221990589,0.00043468785782855147,1339.8635598425346,171.44469186107636,0.0,0.0,0.0
ES,0.0,8.88498808258678e-05,0.0003359429738734798,1373.126647885797,170.95768053464846,0.0,0.0,0.0
FR,1.4012674571590197e-07,0.0002403611822991173,0.0012378199994903221,1013.5055109438364,0.0031174910286182024,73.01385622363124,0.0,0.0
IE,0.0,9.553797551860247e-05,0.0003268743184682315,75.35445023059313,0.0017117495422019685,0.0,0.0,0.0
IT,0.0,9.265552209350427e-05,0.00031389553388163206,2199.0437297426674,722.3138367429223,0.0,0.0,0.0
NL,0.0,0.00010768495635680922,0.00045119676315119063,438.82635181435666,4.67244239087448,0.0,0.0,0.0
PT,0.0,8.882462975711144e-05,0.0003354388618489117,90.01037399837696,1.2010494063351396,0.0,0.0,0.0
UK,0.0,9.555457523447377e-05,0.0003269864365020154,1112.0410238817237,0.0017164759293653584,0.0,0.0,0.0
