,0
offshore_float,5.841244260503219
offshore_ground,3.328005001342935
onshore,17.40110644821026
pv_ground,6.878606149512497
pv_roof_com,8.359179287350988
pv_roof_indiv,4.029248459373439
river,0.7414038013539369
lake,0.36077261289758866
nuclear,0.07710551999965269
ocgt_coge,0.0
natural_gas,0.0
H2_import,
coal,0.0
biomass_coge,0.0
geothermal_coge,0.0
waste,0.0
marine,0.0
rsv_dummy,0.0
ch4_ocgt,1.0642435097098477
ch4_ccgt,0.0
h2_ccgt,6.262523882410773
electrolysis,3.719955512226401
phs,0.4157460283188594
battery_1h,0.0
battery_2h,0.0
battery_4h,8.02660845398285
battery_8h,1.1357644477413567
h2_saltcavern,0.0
ch4_reservoir,0.0
str_dummy,0.0
lost_load,0.0
biogas,0.0
elec_network,0.0
elec_network_primarygene,0.0
TOTAL,67.6415133749346
