,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],391.00386198007976,391.00386198007976,391.00386198007976,391.00386198007976,391.00386198007976,391.00386198007976,391.00386198007976,391.00386198007976,391.00386198007976,391.00386198007976
elec_demand_tot [TWh],502.8606854828577,113.22481766985423,640.0061806422419,69.90356741797332,409.9695969498228,336.80836021318305,515.8528501817068,195.96523245585897,43.46023252181536,73.04164792125971
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],132.50375591345298,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],87.38333713588307,83.17600457565729,83.72111712090373,86.4140685437503,96.41311903696393,79.99511529452525,88.52512854460582,87.88722223720264,87.9595718684861,80.59395516578114
CH4_price_weighted_by_demand [€/MWh],111.55199895155755,111.55199973383345,111.5519989841951,111.55199927539836,111.5519990897432,111.55199964185272,111.55199918898957,111.55199907390343,111.55199899406406,111.5520007190172
H2_price_weighted_by_demand [€/MWh],73.2094272836848,73.20942728368482,73.20942728368479,73.20942728368479,73.20942728368479,73.20942728368482,73.2094272836848,73.20942728368479,73.20942728368475,73.20942728368482
load_shifted [TWh],25.96364717252539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],5.163188915354267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],64.51851832762348,12.119854731994042,92.5999022467836,8.278583203099743,46.18586277754049,40.80927286434114,71.46315789436652,39.2931566629948,16.341251373947646,9.719841813307907
primary_gene_elec [TWh],675.081893389901,119.03590132905993,1015.5186858430819,101.90481002082876,465.1992282811485,495.81953326366863,717.8394689590974,362.92148227104866,207.67605191056498,116.26957681041861
gene_elec [TWh],676.582145778331,132.96584704637252,1063.643020747176,105.06771958197866,515.3064689625232,508.42616109191226,759.8924442401874,381.60237844084776,208.76300783389115,117.08550090061333
gene_curtailed [TWh],17.88374326643342,14.884114558681164,21.202090813016827,6.264727953173463,18.11027493166151,10.477966749894248,7.158311460928029,15.050557760735021,6.541370211610972,9.069925795933003
gene_curtailed [%],2.649122046012937,12.503886972331046,2.087809028882111,6.147627331715734,3.8930148269111826,2.113262194598178,0.9972022674244888,4.147056180459023,3.1497951503950934,7.800773035169653
imports [TWh/yr],116.88007411414883,71.80039808944224,149.0033179611794,11.765189796387231,12.065772488840611,86.54052437242872,97.50828433495795,77.09162997288789,62.56799671978465,64.15325245329039
exports [TWh/yr],112.5795008555294,52.05117855531381,184.76135603967904,6.745659618169687,9.358515617180798,94.27743813219926,97.38963520278615,63.94900399795931,68.93704782319601,59.402049599878545
net_imports [TWh/yr],4.300573258619423,19.74921953412843,-35.75803807849965,5.019530178217544,2.7072568716598138,-7.736913759770545,0.11864913217179662,13.142625974928578,-6.369051103411358,4.751202853411847
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.6283599951914,7.999999999963069,104.06716560277229,7.931938305655431,72.10735282801397,71.99578686860838,55.09233690112287,9.999999999963297,14.254228871369495,13.998481686686098
gene_CH4 [TWh],170.6283599951914,8.00635719523383,151.71788068317474,9.021770938655566,72.10735282801397,74.63331860903227,91.22728948307028,47.246570532569976,51.89471770131189,14.017736819863467
gene_H2 [TWh],119.70713560896313,15.54100433163339,184.82910036361636,21.784784243468344,55.08367641122902,95.37792183927016,113.53536333450069,77.92365871886417,56.86335801009546,26.10967418229254
biogas_import [TWh/yr],0.0,4.026570125048821e-11,3.77995254597124e-11,0.0,8.199354826866796e-10,4.132108622299703e-11,5.155817095131148e-10,2.8400267308270705e-09,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,35.50035797793356,0.013232654167418395,0.0,38.48881206223762,14.005552775616769,39.93955944214331,53.607505791931615,0.0,0.0
CH4_exports [TWh/yr],37.08391618331415,1.3964325537876527,32.02391616005944,2.021770001626611,10.237950907480313,2.815822290153579,31.529893878853247,20.0366162425547,42.7043540705778,1.704348415622771
CH4_net_imports [TWh/yr],-37.08391618331415,34.103925424145906,-32.010683505892025,-2.021770001626611,28.25086115475731,11.18973048546319,8.409665563290066,33.570889549376915,-42.7043540705778,-1.704348415622771
H2_trade_imports [TWh/yr],0.0,32.83538424008318,38.63999377370303,0.0,57.822914764279446,0.0,4.428292977624864,0.0,0.0,0.0
H2_trade_exports [TWh/yr],45.25987296025625,0.0,0.0,11.013268308218818,0.0,16.98224109329775,0.0,6.267137750453628,36.645339762643445,17.55872588082063
H2_net_trade_imports [TWh/yr],-45.25987296025625,32.83538424008318,38.63999377370303,-11.013268308218818,57.822914764279446,-16.98224109329775,4.428292977624864,-6.267137750453628,-36.645339762643445,-17.55872588082063
CH4_import_cost [M€/yr],0.0,3960.1359237054353,1.476129024242062,0.0,4293.503928132029,1562.3474182095513,4455.337702498573,5980.024436455824,0.0,0.0
