direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1712.6945054733267,12.6,29.914145493481012,3.769182332178608,18.207762557077626,55.29680365296804,33.018037229884605
DE→FR,DE,1891.1972436337223,11.0,37.20883902602068,4.092972292862274,24.098173515981735,48.5958904109589,35.854437285473516
FR→CH,CH,534.7999255159218,3.3,40.702803490488904,1.3431925151861341,28.755707762557076,48.28767123287671,11.766366433030534
CH→FR,CH,380.88793792818007,2.0,38.50262339137949,0.7700524678275898,30.47945205479452,53.0365296803653,6.745659618169687
FR→IT,IT,753.4163108990597,3.1,44.435775470464314,1.3775090395843939,36.00456621004567,47.009132420091326,12.06697918675929
IT→FR,IT,468.52296253513066,3.1,34.462054857787585,1.0683237005914152,26.4041095890411,54.965753424657535,9.358515617180798
FR→ES,ES,688.5276916947814,10.2,30.382229486166175,3.0989874075889494,18.34474885844749,55.75342465753425,27.147129690479197
ES→FR,ES,1011.7433286664827,9.5,36.19054279267828,3.4381015653044362,24.30365296803653,48.8013698630137,30.11776971206686
FR→UK,UK,1363.8154032591483,9.8,33.2925499899541,3.262669899015502,24.34931506849315,56.36986301369863,28.580988315375794
UK→FR,UK,1780.1763458170933,9.5,41.83535334965994,3.9743585682176943,31.210045662100455,46.86073059360731,34.815381057587004
