type_jour,saison,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
lun,DJF,0.03942618906693666,0.03715828802003202,0.036815363824396395,0.03419671706024897,0.03340855117658994,0.035101045455438955,0.03918579214659989,0.04396185425444476,0.04690203960220308,0.04688328155627681,0.04649582884055085,0.04597021879375944,0.04570986418644449,0.044815496686724,0.04303202907588721,0.04184850762447566,0.04136907026221922,0.041612674929291674,0.04411638790319284,0.046267343302043774,0.04370376907941477,0.04026544804184569,0.03888569618647644,0.042868542924506474
lun,MAM,0.04023641829711813,0.03701585838553594,0.03622596715697853,0.03303797271872831,0.032389575539385936,0.03455648467363044,0.039324426239434745,0.04447540902254602,0.04755996420876588,0.048338718958297854,0.04778867252552492,0.047084215611010456,0.04692489388712392,0.04620612304908249,0.044268382445538906,0.0428743923015478,0.041637209151901416,0.040444241969630715,0.04111228813621813,0.04350259572144683,0.042190275369144215,0.039454444568821155,0.0391114991255617,0.04423997093702556
lun,JJA,0.03957458743340496,0.034647420742515256,0.03312683140278296,0.029905226337270555,0.029516318751080687,0.031508667705399104,0.03506681661976369,0.039061694073273055,0.043146473924944743,0.0457735083278475,0.04723531071606018,0.04815347246333018,0.04924641137070727,0.04914190055881692,0.04773020286540198,0.04681506248864034,0.045480480813424505,0.044115549029817853,0.04424760370612109,0.045251285320440954,0.0431914884671568,0.04014411655815854,0.04090533015734309,0.0470142401662978
lun,SON,0.038472969676744406,0.034609374598150826,0.03349623023875245,0.030293194048660044,0.029772094884164116,0.03189736929874057,0.03662443260361063,0.0427819900687384,0.04636018812778095,0.04728223698103893,0.04764133167400734,0.04766777394888161,0.04792881940067275,0.04736945300213023,0.04584875378593906,0.044878598471625786,0.043747198380035004,0.0428283768711426,0.04437425589219056,0.04659169679567917,0.04469269424683137,0.04099122768557325,0.03945090680812382,0.04439883251078594
mar_jeu,DJF,0.04107393693490874,0.038581588551368236,0.03816998018370362,0.035492803144765446,0.03467211291021628,0.03597190093034327,0.03962848596381325,0.04418829013136193,0.04685896176332868,0.04660728722807164,0.04613347729829361,0.04562963333577784,0.04524020946762133,0.044236180448688996,0.04249753247164393,0.04138130866641447,0.04086237703370241,0.04110272403065115,0.04349796570096285,0.04542619494729354,0.042926691865093326,0.039554712067213615,0.03823140925401459,0.04203423567074739
mar_jeu,MAM,0.04237390591672009,0.038741362303722854,0.037811297197015134,0.034653616592310255,0.03390576661287834,0.0354185326186914,0.03962188600058604,0.04451784378152779,0.0473178706583935,0.04771527251061899,0.04705559423852332,0.04639413105966478,0.046310731744498616,0.04555452909623262,0.04368539660261488,0.042371477717282245,0.0411984271070555,0.04003459719731185,0.040619035447861884,0.04262974571112829,0.041332025684891804,0.03873066095917348,0.03849415572892343,0.04351213751237309
mar_jeu,JJA,0.04220971585224062,0.037202737194082014,0.035657319272505886,0.032399138998768735,0.031779375668636166,0.03299941854494027,0.03586229255573497,0.039488790586277744,0.043198199758101456,0.045411024721915015,0.04668224371526436,0.047451299337884306,0.04834079665807078,0.04801125621125622,0.046628040195726216,0.045791892760538064,0.0444812787209498,0.04314333677129955,0.0431776128166145,0.04396255060292118,0.04184509171159995,0.03894003697999427,0.03979224586449609,0.04554430450018203
mar_jeu,SON,0.040947631574428676,0.036814933024890896,0.035721716214867916,0.03249688246353422,0.031882931867179956,0.03327839729254288,0.037414233598165564,0.043223283036957265,0.04637351767464332,0.04698186800994991,0.046977707051138407,0.04685719199176732,0.04701479811526813,0.04624360442461687,0.0447580710569631,0.04386554140109804,0.04285209614444873,0.04197997030140541,0.04347928493604462,0.04538269695010386,0.04360560966070028,0.04007743443926093,0.03855592530176814,0.04321467346825574
ven,DJF,0.04158980750904527,0.03907972857379649,0.038651807072689816,0.035974120657628984,0.035240347752923985,0.03652106970992854,0.04023383541980717,0.044841101339908915,0.047531560852533176,0.047250612497603844,0.04661550008670679,0.04584327636058027,0.045168611692707,0.04409198621787774,0.041923052679987693,0.04062067748750282,0.03993332708616362,0.04014995807387609,0.04272925721109259,0.04420417082453277,0.042161203759026246,0.039292637285032864,0.03821851151724116,0.04213383833180616
ven,MAM,0.04328240617200842,0.03946818393718516,0.038466002641472916,0.035133286100896936,0.03432182170554012,0.03579827795128142,0.03981427199581044,0.04452203375121975,0.04735482636119279,0.04794425516154958,0.047415607482446394,0.04666202106906776,0.04633663273020487,0.04572446846766688,0.04323118768923579,0.041744837109597144,0.040258840927300706,0.03917107532826097,0.04001273331216467,0.04154547490778261,0.04064189544473759,0.0385488928919411,0.03860387699653697,0.043997089864899
