tech,FR
offshore_float,92.45837617973798
offshore_ground,53.181155989303996
onshore,188.3673075167251
pv_ground,84.98130715240319
pv_roof_com,91.56141028726498
pv_roof_indiv,49.702462317677394
river,35.27823501774751
lake,14.639649134215272
nuclear,12.850920000001148
methanization,162.51201000003712
pyrogazification,0.0
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,0.36114830080901916
ch4_ccgt,27.04305896164573
h2_ccgt,0.29273606087546483
electrolysis,50.25445133059471
methanation,18.203306134387336
phs,8.885879124609756
battery_1h,0.0
battery_2h,0.0
battery_4h,22.066479851077048
battery_8h,12.928539380511351
h2_saltcavern,23.202152189188805
ch4_reservoir,45.515056117970495
str_dummy,0.0
lost_load,0.0
