,FR,BE,DE,CH,IT,ES,UK,NL,IE,PT
total system cost [1e9€],408.97417489200046,408.97417489200046,408.97417489200046,408.97417489200046,408.97417489200046,408.97417489200046,408.97417489200046,408.97417489200046,408.97417489200046,408.97417489200046
elec_demand_tot [TWh],501.8103218647705,113.65437708473604,645.3775387360797,70.05314212428124,404.9830284257959,332.19069775582994,520.7138062259155,200.63037793564524,43.39273345426479,72.82708052188197
H2_demand_tot [TWh],49.764499999999984,25.89999999999999,148.40000000000003,5.5,30.300000000000008,58.6,56.29999999999998,44.39999999999999,19.200000000000006,7.399999999999999
CH4_demand_tot [TWh],133.38995096518985,41.0,111.99999999999999,6.999999999999999,99.0,84.0,87.0,75.0,7.9999999999999964,12.0
elec_price_weighted_by_demand [€/MWh],139.5400013453866,133.7796936592016,134.21439680145994,139.42146499010937,153.45573260610587,126.38613814695222,141.28593574307322,141.57493027685987,142.1614237035977,125.69828803981488
CH4_price_weighted_by_demand [€/MWh],175.00000000082747,175.00000001890584,175.0000000023408,175.0000000239045,175.00000001142988,175.00000004974575,175.00000002119825,175.000000004578,175.0000000033067,175.00000002504675
H2_price_weighted_by_demand [€/MWh],125.96107299146485,125.96107299146485,125.9610729914648,125.96107299146486,125.96107299146482,125.96107299146485,125.96107299146486,125.96107299146483,125.96107299146477,125.96107299146489
load_shifted [TWh],22.666466493924773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
load_shifted [%],4.5169390716584354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed_cost [1e9€],65.90540193848135,15.42361378925317,95.91715944691055,8.750660350618691,50.57985779048595,43.19384735683933,76.22005195957423,41.43755309515623,15.590381150210208,9.744560076876741
primary_gene_elec [TWh],633.873212906981,115.60539906070672,973.3935030409178,101.39587516679443,462.96364664647365,475.09755037431245,643.0220049632915,344.8745906488768,178.08959537329795,112.78810999922587
gene_elec [TWh],634.4880369404976,127.54149351594963,1021.4710424355317,104.2244951242826,501.9503295037874,480.1134463357656,696.4005321656223,365.698879229794,180.555365762491,112.88307800772589
gene_curtailed [TWh],6.752528896261876,6.440279706149512,9.83735326355028,2.1931211343798425,8.025947407113161,2.305547962046156,4.613826093743699,6.748418986769329,4.236444772989164,2.1803221700019924
gene_curtailed [%],1.065280683702403,5.57091602855641,1.0106245041515092,2.162929340835805,1.7336020798285057,0.4852788569904637,0.7175222711090721,1.9567747725549371,2.3788277827848665,1.9331134904352572
imports [TWh/yr],107.00446793461317,45.99319578137281,106.4621634708316,10.732033401867046,11.622174870010479,61.01882480337789,78.75500115360111,48.2304678388322,37.675118257374,37.214676331902176
exports [TWh/yr],108.63447803956268,29.910102887646467,125.83936672212327,6.490456549654796,8.535359144689853,67.57586416376023,67.70449411793604,45.028581497307236,47.91444607566024,37.129450905452096
net_imports [TWh/yr],-1.6300101049495055,16.083092893726345,-19.377203251291675,4.2415768522122494,3.0868157253206263,-6.5570393603823405,11.050507035665078,3.201886341524961,-10.239327818286235,0.08522542645008002
lost_load [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load [% of demand],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_gene_CH4 [TWh],170.6283599999889,20.169176076412406,115.01807169153415,7.999999999987972,87.5008022326724,78.86261207757379,71.62893546634024,25.972779469442244,15.999999999986848,13.999999999987562
gene_CH4 [TWh],170.6283599999889,20.1698738147923,134.00878778018026,8.763601315257311,87.5008022326724,78.86261207757379,78.21523013480578,48.13120647317857,34.33654554790809,13.999999999987562
gene_H2 [TWh],94.24102017682301,14.6026508158852,206.1118419896828,24.097373086677656,57.01290971968745,88.10162913822288,112.6206773351188,81.09431191774883,60.19639939263329,26.00036671753548
biogas_import [TWh/yr],0.0,12.169176076416717,0.018071691553333824,0.0,13.500802232689532,6.862612077590084,15.628935466356069,15.972779469446685,0.0,0.0
H2_import [TWh/yr],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4_imports [TWh/yr],0.0,23.006549791230203,0.019246285588158763,0.0,24.7805872333865,7.4944528268316475,32.22201000472039,43.83719420272577,0.0,0.0
CH4_exports [TWh/yr],37.0694301496044,1.7991205303193034,19.494074444048195,1.7636012165440487,10.80879916308193,2.089224763974275,16.091881867629034,14.920005010212742,25.37732518617208,1.9465780128966468
