area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,2.0907252216311186e-05,8.341083236884486e-05,490.6522636890431,366.2198901507144,0.0,0.0,0.0
CH,0.0,2.192524447942386e-05,0.00012289135704501093,93.47020203739258,5.946384641959479e-05,0.0,0.0,0.0
DE,0.0,2.0232363294477033e-05,8.049754513039136e-05,1456.946015685163,921.1963501032561,0.0,0.0,0.0
ES,0.0,1.849990601955345e-05,6.458468374698193e-05,2292.1785350180126,746.2029682765013,0.0,0.0,0.0
FR,184.73023130877542,4.117576419214908e-05,0.00016519952484702903,1540.5167244322597,525.4822051799172,77.13320869270409,0.0,0.0
IE,0.0,2.0227530047519003e-05,7.042036504105794e-05,110.98691743770213,0.52540772800042,0.0,0.0,0.0
IT,0.0,2.2029657540547363e-05,8.597256786252543e-05,1895.705101479454,1685.7094043112868,0.0,0.0,0.0
NL,0.0,2.0954481665934598e-05,8.369384836345888e-05,570.3549028919043,106.95225639420833,0.0,0.0,0.0
PT,0.0,1.8419973339636897e-05,6.419387132633446e-05,226.94372533575532,0.48692393506312326,0.0,0.0,0.0
UK,0.0,2.0284199223569788e-05,7.068403423935224e-05,800.6655191441765,369.57202371777464,0.0,0.0,0.0
