tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
offshore_float,18.872550154999995,0.0,166.5708104517333,15.467416453999999,18.4435524578,213.49433275169997,61.818267132999985,152.9647496902,14.575773298499998,92.45837617973798
offshore_ground,10.52002362,0.0,95.16303656166666,7.968864385999998,11.366375351899999,119.10088703571428,33.2983805,86.76224554400001,8.237314413,53.181155989303996
onshore,34.594181895999995,16.914885741,333.1566354651428,181.3466207672727,127.73775227199998,210.1076943485,67.21612239199999,35.543916659999994,34.374801719999994,188.3673075167251
pv_ground,17.320365,15.465523152,125.68744045000001,78.04749191699999,87.01123315500001,33.48609867,5.291937032,24.349213812000002,17.099416747,84.98130715240319
pv_roof_com,21.563985476,19.029050465999997,156.421931742,96.75926837500002,108.55735041060001,41.01796758500001,6.57944574,30.103501469999998,21.519266027999997,91.56141028726498
pv_roof_indiv,10.258212694000001,9.047491893999998,74.49044080799999,45.42085143,50.554691838,19.920457467,3.159591084,14.522242014,9.889211309999999,49.702462317677394
river,0.17797770742379687,26.57505208343189,19.809339326618147,11.728824889035984,32.466676107101115,4.983030650977267,0.6206742090979982,0.10283504267683484,0.15034898384721893,35.27823501774751
lake,0.0,14.363871830362552,0.3415035263748364,12.547729339979266,14.529556260807906,0.0,0.0,0.0,5.3292591564786544,14.741231164827836
nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.850919999993195
phs,1.6739980152796532,5.994834166435812,8.345305165423214,8.444833544905666,11.896766151126105,3.6736185908237124,0.0,0.0,8.071907429412192,7.178145352669695
battery_1h,6.942863958519358e-07,6.539860456518947e-07,6.676980904318552e-07,6.085648376060113e-07,7.22183773367955e-07,7.323925695802329e-07,7.26157779847445e-07,6.882058999283611e-07,6.050913762042521e-07,6.445544171714477e-07
battery_2h,1.7458856453823714e-06,2.35543956801994e-06,1.6828305023179134e-06,1.4532210703485453e-06,1.9588039632674217e-06,1.5191970060434839e-06,1.5081053966861563e-06,1.7418926317474888e-06,1.443377655478819e-06,1.947140383031456e-06
battery_4h,6.883895655528258,1.4921763172200733,20.532881905564924,38.47927277167703,32.82235124059592,9.88696073892512,1.3521084770419793,7.810558044446855,3.8654989820766787,20.078454771920473
battery_8h,4.648661888285853,9.397312815909363e-07,11.748244066394008,11.942577039962963,26.521818926046723,4.047751619925811,0.0056357744145508724,1.3405359282915845,0.007782482107497697,6.5653318952945865
ch4_ocgt,0.15092116819893406,1.4578761743427817e-08,1.013583788546284,0.10715232768545992,0.9890361692642488,2.9381432196144086,0.3836880511319407,0.8193582007532172,0.02138371553584554,0.065335263651122
ch4_ccgt,9.31208817692249e-08,3.735913732562679e-08,9.020816013819889e-08,6.131012243704118e-08,1.9594861741310704e-07,1.3370785359086828e-07,1.4034027907285588e-07,9.828164554537474e-08,6.112715644946218e-08,3.8355255261267615e-07
h2_ccgt,11.785173287043948,2.828619957488171,47.063955606067516,4.908743633767708,37.9976466880495,50.44038398271643,2.0820823380610656,20.004930380163984,0.07358429296416566,0.5494887698654624
coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomass_coge,1.2971864928000003,0.0,1.402363776,0.8063591712000001,1.9983683807999997,0.9115364544000001,0.10517728319999996,0.5258864159999999,1.6127183424000002,0.0
geothermal_coge,0.0,0.0,0.350000933382,10.010026694725198,9.100024267931998,0.0,0.0,0.0,0.0,0.9450025201314001
waste,1.00091601948294,0.0,0.0,0.39430025009934,1.1980661445326102,0.0,0.0,0.0,0.0,4.309060221438507
marine,0.0,0.0,0.0,14.599796699999999,0.0,0.0,0.0,0.0,0.0,5.49674453973
ocgt_coge,1.2928110202068333e-12,0.0,0.0,0.0,3.501451361535029e-12,3.933133468418498e-12,1.442519581152413e-12,1.3648257827073965e-12,0.0,4.166932644249847e-12
str_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lost_load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elec_trade_imports,45.99319578137281,10.732033401867046,106.4621634708316,61.01882480337789,11.622174870010479,78.75500115360111,37.675118257374,48.2304678388322,37.214676331902176,107.00446793461317
