area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,26.0,9.47353491062592e-07,4.600490937541315e-06,29.47795416830867,23.468978335016285,0.0,0.0,0.0
CH,62.400000000000006,9.934809550811351e-07,6.7780234093299505e-06,5.615607092168685,3.8107043360312236e-06,0.0,0.0,0.0
DE,130.0,9.167727925774872e-07,4.439809750717838e-06,87.53202839248664,59.0343063397569,0.0,0.0,0.0
ES,128.0,8.382713505642133e-07,3.5621422762943353e-06,137.71205964243632,47.81996217845759,0.0,0.0,0.0
FR,139.6366727031775,1.8657642597418743e-06,9.111513401330819e-06,92.55288268089416,33.67520667358816,3877.7517194658635,118900.0,0.0
IE,0.0,9.165537875484435e-07,3.88400693278233e-06,6.6679958651610365,0.03367043384895716,0.0,0.0,0.0
IT,144.4,9.982121400759147e-07,4.741782429166057e-06,113.89228631676278,108.02765920942599,0.0,0.0,0.0
NL,0.0,9.494935610975628e-07,4.61610057098369e-06,34.26641825864086,6.853970130250954,0.0,0.0,0.0
PT,94.0,8.34649425378375e-07,3.5405871742961103e-06,13.634578354808923,0.031204223446450137,0.0,0.0,0.0
UK,56.0,9.191215923088159e-07,3.898549501448925e-06,48.10327644271331,23.68379777048999,0.0,0.0,0.0
