direction,partner,congestion_rent_M€yr,cap_gw,mean_util_pct,mean_flow_gw,pct_hours_at_full,pct_hours_idle,energy_twh
FR→DE,DE,1497.1444978085233,12.6,28.569731071023675,3.5997861149489836,17.15753424657534,55.490867579908674,31.534126366953096
DE→FR,DE,1764.7341208803246,11.0,32.800207340416534,3.608022807445819,21.050228310502284,53.6986301369863,31.606279793225376
FR→CH,CH,668.2275758762398,3.3,37.128499766633105,1.2252404922988924,25.958904109589042,51.46118721461187,10.733106712538298
CH→FR,CH,471.80921666889003,2.0,37.04598487245889,0.7409196974491777,29.315068493150687,53.65296803652968,6.490456549654796
FR→IT,IT,1193.3605095249393,3.1,42.80209605144665,1.3268649775948462,34.029680365296805,45.60502283105023,11.623337203730852
IT→FR,IT,796.4063598824317,3.1,31.430840862755385,0.9743560667454171,24.885844748858446,59.55479452054795,8.535359144689853
FR→ES,ES,1597.1532683427786,10.2,26.743079495316735,2.727794108522307,15.69634703196347,59.497716894977174,23.89547639065541
ES→FR,ES,2344.860425617915,9.5,36.47857004571123,3.465464154342566,25.11415525114155,48.84703196347032,30.357465992040883
FR→UK,UK,1722.199664926889,9.8,35.93377989666038,3.5215104298727176,25.947488584474886,51.76940639269406,30.848431365685006
UK→FR,UK,1960.4108427112255,9.5,36.07979809174169,3.42758081871546,27.990867579908674,54.77168949771689,30.025607971947434
