tech,FR
offshore_float,39.037525221100694
offshore_ground,36.1419015410959
onshore,27.799771384844718
pv_ground,13.346613127853882
pv_roof_com,11.730667694063927
pv_roof_indiv,12.907738812785386
river,54.41856325188334
lake,13.594666067654796
nuclear,69.99999999998745
methanization,99.99999998997822
pyrogazification,99.99999988579516
ocgt_coge,0.0
natural_gas,
biogas_import,
H2_import,
coal,
biomass_coge,
geothermal_coge,79.9088889
waste,17.31209387510274
marine,45.04441780821917
rsv_dummy,
ch4_ocgt,0.6942388340960223
ch4_ccgt,19.12783330266564
h2_ccgt,0.0
electrolysis,45.810293091740974
methanation,39.98221608261892
phs,20.279032214343957
battery_1h,0.0
battery_2h,0.0
battery_4h,10.71922802714574
battery_8h,19.2551579632713
h2_saltcavern,39.26387325691584
ch4_reservoir,7.843023088058251
str_dummy,
lost_load,
