tech,BE,CH,DE,ES,IT,UK,IE,NL,PT,FR
phs_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.474007824831494
battery_1h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.059271129668537e-07
battery_2h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7306731176988615e-06
battery_4h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.148141321224305
battery_8h_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.994083437083333
electrolysis_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.06423506766815
methanation_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.298664652016534
str_dummy_input,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand,114.81688316712165,70.66457602009321,650.9044972908436,336.59559197093864,409.38329150974454,546.5137373903752,47.225313819426006,210.90784798628965,73.06972668169927,509.5121980317193
curtailment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.54167352273573
elec_trade_exports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
