tech,FR
offshore_float,100.19033782879693
offshore_ground,58.543324644771005
onshore,196.41681854630124
pv_ground,80.9935895424873
pv_roof_com,88.311987947355
pv_roof_indiv,47.28565099698879
river,36.22970267057385
lake,15.518749662640634
nuclear,12.850919999997698
methanization,162.51200999999838
pyrogazification,8.116349999983184
ocgt_coge,0.0
natural_gas,0.0
biogas_import,0.0
H2_import,0.0
coal,0.0
biomass_coge,0.0
geothermal_coge,0.9450025201314001
waste,4.309060221438507
marine,5.49674453973
rsv_dummy,0.0
ch4_ocgt,0.31013574424640417
ch4_ccgt,35.2267508012823
h2_ccgt,0.0
electrolysis,49.764500184316915
methanation,29.664075903429453
phs,8.988802703230478
battery_1h,0.0
battery_2h,0.0
battery_4h,17.014789763706503
battery_8h,8.400636877535955
h2_saltcavern,23.113542837313958
ch4_reservoir,60.746795740211745
str_dummy,0.0
lost_load,0.0
