area,H2_import,biogas_import,biomass_coge,coal,geothermal_coge,lake,lost_load,marine,methanization,natural_gas,nuclear,offshore_float,offshore_ground,onshore,pv_ground,pv_roof_com,pv_roof_indiv,pyrogazification,river,rsv_dummy,waste,ch4_ccgt,ch4_ocgt,electrolysis,h2_ccgt,methanation,ocgt_coge,battery_1h,battery_2h,battery_4h,battery_8h,ch4_reservoir,h2_saltcavern,phs,str_dummy
BE,0.0,11703.386601860584,0.37,0.0,0.0,0.0,0.0,0.0,0.9132420091319728,0.0,0.0,5.0,3.0,11.6,17.0,24.2,10.3,0.0,0.1,0.0,0.66,2.6503048030212186e-07,3.2057695584589614,5.990939075228966,8.169441852341492,0.0001537927829978808,1.0069899634562692e-12,7.774168793185936e-07,2.0870662849253606e-06,4.366767382523151,3.054016739788838,0.0,0.0,1.3,0.0
CH,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.45662100456580856,0.0,0.0,0.0,0.0,11.7,13.6,19.4,8.2,0.456621004565404,8.2,0.0,0.0,3.29885346267341e-08,2.2429494233927598e-08,9.113281856499581,0.901093266710295,0.18361216944463893,0.0,8.005392548731513e-07,2.789281044124561e-06,1.53073314720552,4.46733556120584e-07,0.0,0.0,3.12,0.0
DE,0.0,28.415893610605124,0.4,0.0,0.05,0.4,0.0,0.0,10.273972602738665,0.0,0.0,40.4,24.7,129.6,125.8,179.1,76.2,2.853881278537838,4.29,0.0,0.0,2.7169919254061127e-07,22.901891959851607,60.697562429982376,29.630836225044757,5.064863504442243,0.0,7.278628301043419e-07,1.9584434952776312e-06,17.57992026802399,14.444719677789807,0.0,0.0,6.5,0.0
ES,0.0,4228.095698578102,0.23,0.0,1.43,11.7,0.0,3.7,6.392694063926141,0.0,0.0,6.7,4.1,89.4,50.1,70.9,30.6,1.8264840182639381,4.5,0.0,0.26,2.851240734910083e-07,7.776350888493066e-06,29.029920204931457,6.26561960676446,2.372740041700863,0.0,6.45941179550938e-07,1.4210345039018569e-06,29.155325211265595,4.450013187656876,0.0,0.0,6.4,0.0
FR,0.0,0.0,0.0,0.0,0.135,13.03119,0.0,1.39303,18.55159931954754,0.0,2.095714285714286,29.2981,18.49108,80.65538,69.27483,85.9395,41.81914,0.9265239752242577,7.6,0.0,2.841376989468684,0.46843578716327283,12.05573988908254,25.857832902129267,1.6576031343979412,5.025923022156259e-07,2.7507462355695834e-12,1.7264059682989723e-06,4.935433968969573e-06,16.925419107603418,0.00015370357173338976,88.417,8.443550959599838,5.060000000040956,0.0
IE,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.5981735159812365,0.0,0.0,16.4,10.0,18.4,5.9,8.4,3.6,0.22831050228226707,0.2,0.0,0.0,3.751774217099511e-07,0.0007252344368580269,20.550994627170486,1.3307419756335506,2.8685031165140265,1.0813011647335091e-12,2.374316853802254e-06,1.5430991615366079,0.7427019616639896,5.614571882007676e-06,0.0,0.0,0.0,0.0
IT,0.0,12304.203134282434,0.57,0.0,1.3,9.0,0.0,0.0,4.22374429223677,0.0,0.0,8.6,5.3,67.6,62.370000000000005,88.83,37.8,4.2237442922363355,13.0,0.0,0.79,5.637170291956062e-07,4.2971483910666635,26.591128393963317,24.396155292986837,1.1945778929075434e-07,4.013435185703815e-12,7.320891608792162e-07,1.6707062608263452e-06,28.280469182935125,12.929569217775503,0.0,0.0,7.22,0.0
NL,0.0,15144.686225217447,0.15,0.0,0.0,0.0,0.0,0.0,1.1415525114150629,0.0,0.0,37.2,22.8,12.0,24.2,34.5,14.7,0.0,0.04,0.0,0.0,2.718783812476267e-07,23.00672953812994,25.691733650672596,14.370384323886892,3.845793055278685,1.0111600405591445e-12,7.734070384433494e-07,2.0755431650181846e-06,6.176614585672318,2.9834586553711975,0.0,0.0,0.0,0.0
PT,0.0,0.0,0.46,0.0,0.0,2.8,0.0,0.0,0.5707762557073521,0.0,0.0,4.5,2.7,17.0,10.9,15.6,6.6,1.0273972602731225,0.8,0.0,0.0,2.830679378341925e-07,7.686628002623949e-06,9.238122511361807,0.13238318739035942,0.3597561370893228,0.0,6.423221322467213e-07,1.4115319666486433e-06,1.296605059281527,0.002193719561558389,0.0,0.0,4.7,0.0
UK,0.0,14565.050894305416,0.26,0.0,0.0,0.0,0.0,0.0,4.1095890410952185,0.0,0.0,54.6,33.4,61.1,36.2,51.5,21.9,2.283105022830022,2.2,0.0,0.0,4.792461334649106e-07,31.22866156402554,40.18974135574434,38.383677491098105,0.0005761383937004894,4.8060209936733676e-12,2.380956553687427e-06,0.01973552095928065,19.699659560054194,5.63465156835665e-06,0.0,0.0,2.8,0.0
