area,phs,battery_1h,battery_2h,battery_4h,battery_8h,h2_saltcavern,ch4_reservoir,str_dummy
BE,0.0,1.715690175469835e-05,7.56805907882581e-05,290.734464000477,381.2493783063983,0.0,0.0,0.0
CH,0.0,1.766719209734244e-05,0.00010114409821027103,101.91449236836021,5.576815880562438e-05,0.0,0.0,0.0
DE,0.0,1.6063287792184955e-05,7.101650858843371e-05,1170.451331287047,1803.2122500246453,0.0,0.0,0.0
ES,0.0,1.4255349544999712e-05,5.1529140000284126e-05,1941.1287814372045,555.5191427558325,0.0,0.0,0.0
FR,156.0926181628298,3.810025016795634e-05,0.00017896727155525526,1126.8753796977464,0.019187645700618997,79.56487414486669,0.0,0.0
IE,0.0,5.239906937821419e-05,55.95541312389735,49.44826179674296,0.0007008972844137108,0.0,0.0,0.0
IT,0.0,1.615655916796333e-05,6.0582664655282516e-05,1882.881850425441,1614.0678477051456,0.0,0.0,0.0
NL,0.0,1.7068408119200188e-05,7.526274276464815e-05,411.23205648416484,372.4412321465394,0.0,0.0,0.0
PT,0.0,1.4175480377380822e-05,5.118456175736725e-05,86.32650743871467,0.27385384242541777,0.0,0.0,0.0
UK,0.0,5.254560167207234e-05,0.7156437227224075,1311.5811907239515,0.0007034039399396603,0.0,0.0,0.0
