area,peak_gw,peak_gw_pre_dsm,min_gw,mean_residual_gw,mean_demand_gw,mean_vre_gw,vre_coverage_pct,hours_negative,pct_negative,peak_hour,positive_area_GWh,negative_area_GWh
FR,59.18144956141112,62.37057832985349,-141.3835060002263,-14.027360658473292,57.359631820576475,71.38699247904978,124.45510930466138,5088,58.082191780821915,8492,68383.93595214961,191263.61532037563
BE,17.22231396142426,17.22231396142426,-39.99454761892142,0.44335562716646093,13.041902295632646,12.598546668466184,96.60052945408947,3936,44.93150684931507,392,35055.70648664161,31171.911192663418
DE,88.60488963181629,88.60488963181629,-353.1093579591885,-34.83667896386371,74.06266057880369,108.8993395426674,147.0367641286624,5646,64.45205479452055,258,99634.06950918667,404803.3772326327
CH,9.882332996153071,9.882332996153071,-35.42933464210992,-2.007265376925051,7.9882959504253375,9.995561327350387,125.12757901537401,3975,45.37671232876712,378,17511.29137029853,35094.93607216198
IT,66.36267095106498,66.36267095106498,-149.88651743169314,-4.239481216252994,46.97714952557294,51.21663074182594,109.02456036406628,3804,43.42465753424658,402,120760.05670823812,157897.91216261438
ES,43.23491721328261,43.23491721328261,-134.56639189060627,-14.21635877829235,37.63063301534085,51.8469917936332,137.778686243457,4710,53.76712328767124,1268,66957.32068140026,191492.62357924125
UK,102.14657579081107,102.14657579081107,-137.8859132555104,-11.499557071046366,61.32184406138923,72.8214011324356,118.75279070135952,4965,56.678082191780824,8610,99132.13136065222,199868.25130301842
NL,46.42924458373087,46.42924458373087,-85.8238961997474,-15.127368717062174,23.682196666618932,38.809565383681104,163.87654375991588,6129,69.96575342465754,8585,30762.079194857797,163277.82915632243
IE,7.17005997056733,7.17005997056733,-49.144566861932,-16.186842161738756,5.194267085765631,21.381109247504387,411.62899201115744,7667,87.5228310502283,354,2485.5058983136823,144282.2432351452
PT,11.614350911196034,11.614350911196034,-38.84567658989782,-3.9402024181038278,8.268617005926576,12.208819424030402,147.6524963640191,5094,58.150684931506845,236,16341.017968642995,50857.19115123253
